 ,Area,Mean,Min,Max,Length,Length (mm),,,
20,725,141.01,69.588,174.688,724.53,1.083919902,,Conversion,668.435
16,698,140.917,55.147,165.406,697.887,1.044061128,,,
11,684,169.29,107.389,190.859,683.471,1.022494334,,,
19,680,152.156,111.09,170.396,679.579,1.016671778,,,
13,655,156.529,115.098,177.611,654.498,0.979149805,,Column1,
31,611,153.141,61.437,185.128,610.731,0.913672982,,,
18,578,164.884,105.49,183.438,577.658,0.864194723,,Mean,0.776144651
35,575,160.983,61.837,186.737,575.033,0.86026764,,Standard Error,0.045084462
37,566,140.793,56.187,175.459,565.396,0.845850382,,Median,0.807786845
38,558,144.752,76.795,184.491,557.518,0.834064644,,Mode,#N/A
14,523,149.263,93,168.798,522.388,0.781509047,,Standard Deviation,0.201623841
36,495,154.808,49.667,190.139,494.086,0.739168356,,Sample Variance,0.040652173
15,461,124.367,82.931,146.755,460.632,0.689120109,,Kurtosis,-1.201877702
17,428,150.934,76.336,172.968,427.604,0.639709171,,Skewness,-0.120408693
1,419,144.774,51.333,168.825,418.742,0.626451338,,Range,0.642660842
12,413,149.023,107.821,184.646,412.196,0.616658314,,Minimum,0.44125906
33,359,133.959,39.73,167.832,358.792,0.536764233,,Maximum,1.083919902
21,333,159.4,99.58,188.815,332.902,0.49803197,,Sum,15.52289303
34,328,139.217,49.816,178.731,327.449,0.489874109,,Count,20
29,295,128.083,45.173,170.818,294.953,0.44125906,,,0
2,272,123.911,40.201,155.805,271.426,0.406061921,,,
28,266,125.47,52.787,168.187,265.251,0.396823925,,,
25,210,109.268,56.266,150.66,209.362,0.313212205,,,
7,207,143.16,63.254,178.566,206.644,0.30914599,,,
39,205,162.179,71.212,208.176,204.971,0.306643129,,,
30,203,109.976,39.667,163.765,202.988,0.303676498,,,
22,198,124.45,65.058,166.826,197.082,0.294840934,,,
26,174,123.085,84.473,156.191,173.283,0.259236874,,,
3,169,110.494,54.062,152.185,169.278,0.253245267,,,
24,169,113.191,60.082,151.603,168.361,0.251873406,,,
32,161,110.253,49.886,137.76,160.843,0.240626239,,,
27,156,123.602,65.118,160.404,155.7,0.232932147,,,
23,151,129.419,93,165.643,150.447,0.225073493,,,
9,149,124.59,55.895,158.538,149.013,0.222928183,,,
40,146,111.739,58.896,149.113,145.908,0.218283004,,,
10,142,132.419,111.39,157.496,141.531,0.211734873,,,
6,141,89.422,48.002,126.751,140.698,0.210488679,,,
4,127,147.256,64.773,177.257,126.857,0.189782103,,,
5,122,125.582,29.133,146.714,121.603,0.181921952,,,
8,122,100.732,59.869,136.708,121.44,0.181678099,,,
