 ,Area,Mean,Min,Max,Length,Length (mm),,,
8,1296,179.858,126.133,214.26,1295.166,1.938000898,,Conversion,668.3
38,1202,160.478,113.936,181.753,1201.38,1.797665719,,,
1,1096,170.871,125.459,195.785,1096.238,1.640338171,,,
3,1081,165.303,105.227,196.023,1080.8,1.617237767,,,
11,999,164.921,131.712,190.653,998.648,1.494310938,,Column1,
24,968,148.444,104.255,173.228,967.227,1.447294628,,,
39,938,161.055,116.091,194.29,937.874,1.403372737,,Mean,1.387243528
37,912,148.789,105.267,175.623,911.393,1.363748317,,Standard Error,0.047397242
31,886,140.646,43.966,178.818,885.814,1.32547359,,Median,1.318365255
6,885,156.934,110.007,198.983,885.038,1.324312435,,Mode,#N/A
32,877,149.678,88.639,167.005,877.089,1.312418076,,Standard Deviation,0.211966911
25,876,155.317,92.549,173.763,875.349,1.309814455,,Sample Variance,0.044929971
9,870,168.91,77.726,204.678,870.258,1.302196618,,Kurtosis,1.288473306
26,826,150.394,68.087,173.835,826.004,1.235977854,,Skewness,1.37440106
35,821,165.05,94,195.444,820.685,1.228018854,,Range,0.748708664
13,815,151.795,97.333,168.335,814.598,1.218910669,,Minimum,1.189292234
33,809,143.627,78.073,168.922,808.802,1.210237917,,Maximum,1.938000898
2,798,184.581,68.511,211.191,797.701,1.193627114,,Sum,27.74487057
34,797,146.356,111.015,168.403,797.029,1.192621577,,Count,20
17,795,164.833,124.656,183.689,794.804,1.189292234,,,0
30,786,168.4,80.706,189.817,785.632,1.175567859,,,
7,773,176.461,110.875,205.978,772.667,1.156167889,,,
4,772,164.25,103.376,186.551,771.355,1.154204698,,,
10,751,178.405,110.909,210.797,750.653,1.123227592,,,
20,743,167.187,128.458,193.528,742.804,1.111482867,,,
15,743,159.961,112,179.03,742.634,1.11122849,,,
36,728,153.862,95.322,180.352,727.066,1.087933563,,,
21,722,148.089,82.817,190.433,721.812,1.080071824,,,
5,720,162.011,105.418,184.16,719.296,1.076307048,,,
18,697,151.243,99.353,173.232,696.822,1.042678438,,,
28,688,149.551,78.252,172.133,687.614,1.028900195,,,
27,686,155.511,114.078,177.861,686.011,1.026501571,,,
19,685,150.826,115.307,167.873,684.728,1.024581775,,,
29,685,160.961,129.4,184.549,684.356,1.024025138,,,
40,679,163.842,101.207,189.482,678.627,1.015452641,,,
14,651,147.906,110.667,171.505,650.742,0.973727368,,,
16,632,158.633,76.029,175.845,631.663,0.945178812,,,
12,630,153.856,104.476,171.21,629.886,0.942519826,,,
22,595,152.127,108.543,173.748,594.788,0.890001496,,,
23,544,155.021,101.586,179.765,543.16,0.812748766,,,
