 ,Area,Mean,Min,Max,Length,Length (mm),,,
34,155,129.502,74.325,138.063,155.547,0.236219504,,Conversion,658.485
38,150,150.434,76.969,165.367,153.474,0.233071368,,,
8,117,155.929,80.924,173.036,116.315,0.176640318,,,
32,115,128.496,59.782,148.213,114.399,0.173730609,,,
19,114,117.491,58.325,153.928,113.27,0.172016067,,,
37,113,124.456,79.472,144.644,112.932,0.171502768,,Column1,
28,110,80.245,47.667,107.802,109.821,0.166778287,,,
13,109,85.54,39.357,153.184,108.087,0.164144969,,Mean,0.162192837
21,108,123.621,52,148.395,107.744,0.163624076,,Standard Error,0.006285651
2,103,163.645,90.333,178.851,103.144,0.156638344,,Median,0.154408984
31,101,141.417,77.333,162.746,100.208,0.152179624,,Mode,#N/A
7,96,132.014,68.268,149.779,95.588,0.145163519,,Standard Deviation,0.028110286
4,96,134.64,70,155.322,95.587,0.145162001,,Sample Variance,0.000790188
36,94,123.639,77,145.083,95.005,0.144278154,,Kurtosis,3.085398571
5,95,129.601,77.477,143.373,94.882,0.144091361,,Skewness,1.799404157
3,95,138.734,62.776,156.656,94.572,0.143620584,,Range,0.103464771
39,94,125.359,48.814,145.431,94,0.142751923,,Minimum,0.132754732
35,93,125.132,75.667,140.383,92.445,0.140390442,,Maximum,0.236219504
10,92,133.548,74.01,151.667,91.594,0.139098081,,Sum,3.243856732
22,88,116.14,53.501,145.687,87.417,0.132754732,,Count,20
1,87,140.514,76.333,154.158,86.927,0.1320106,,,0
33,84,125.346,72.794,137.64,83.63,0.127003652,,,
17,84,101.357,46.52,129.06,83.448,0.12672726,,,
40,83,130.286,59.121,153.235,82.92,0.12592542,,,
9,81,143.844,78,169.216,81.035,0.123062788,,,
25,81,124.998,70.502,161.668,80.78,0.122675536,,,
6,81,128.674,59.217,151.447,80.71,0.122569231,,,
23,81,123.678,82.65,141.154,80.5,0.122250317,,,
16,79,110.584,59.046,129.005,78.407,0.119071809,,,
14,79,94.765,31.667,121.594,78.019,0.118482577,,,
29,78,114.378,74.079,151.327,77.459,0.11763214,,,
24,72,128.388,66.7,144.835,71.423,0.108465645,,,
30,71,145.908,89.333,161.87,70.996,0.107817186,,,
15,71,98.094,71.315,132.538,70.951,0.107748848,,,
20,71,113.649,63.996,144.542,70.342,0.106823998,,,
12,65,85.064,65.213,108.229,65.269,0.09911995,,,
27,66,90.341,46.273,137.283,65.008,0.098723585,,,
26,65,152.54,64.667,173.229,64.61,0.098119167,,,
11,65,115.76,65.176,141.867,64.045,0.097261137,,,
18,54,86.818,27.667,128.743,53.321,0.080975269,,,
