 ,Area,Mean,Min,Max,Length,Length (mm),,,
12,1222,159.805,71.945,177.5,1222.299,1.798355393,,Conversion,679.676
14,773,151.956,65.518,187.516,772.081,1.135954484,,,
37,688,131.064,68.922,168.213,687.339,1.01127449,,,
26,569,140.841,51.667,191.489,568.49,0.836413232,,,
11,482,135.139,56.192,158.006,481.179,0.707953495,,Column1,
27,442,149.421,72.92,183.91,441.66,0.649809615,,,
34,437,125.76,44.9,165.273,437,0.642953407,,Mean,0.678311136
39,396,141.669,57.667,177.806,395.891,0.582470177,,Standard Error,0.071242366
24,368,124.099,78.447,164.743,368.136,0.541634544,,Median,0.537152996
28,367,134.736,73.585,183.185,366.208,0.538797898,,Mode,#N/A
32,364,136.618,41.935,172.27,363.972,0.535508095,,Standard Deviation,0.318605544
23,361,122.405,70.767,153.833,361.096,0.531276667,,Sample Variance,0.101509493
17,360,157.694,95.649,184.776,359.264,0.528581265,,Kurtosis,7.95387011
7,353,132.046,48.017,154.647,353.205,0.519666724,,Skewness,2.69161536
13,345,115.896,60.307,145.661,345.527,0.508370165,,Range,1.306023752
25,346,145.715,81.485,179.145,345.135,0.507793419,,Minimum,0.49233164
16,343,143.647,90.729,163.177,342.63,0.50410784,,Maximum,1.798355393
22,338,117.506,64.487,164.931,337.594,0.496698427,,Sum,13.56622273
29,338,136.308,84.258,165.024,337.304,0.496271753,,Count,20
31,335,131.265,58.4,174.052,334.626,0.49233164,,,0
36,332,125.013,64.036,153.14,331.991,0.488454793,,,
30,327,122.756,64.567,165.914,326.245,0.480000765,,,
20,322,112.862,51.629,145.001,321.635,0.473218122,,,
21,318,116.098,67.106,171.095,317.271,0.466797415,,,
9,313,135.101,58.059,159.737,313.051,0.460588575,,,
33,310,122.826,55.151,158.952,309.138,0.45483142,,,
38,308,119.335,71.148,143.151,307.793,0.452852536,,,
15,308,135.256,83.813,164.162,307.46,0.452362596,,,
10,293,127.685,41.366,170.253,292.446,0.430272659,,,
35,292,128.587,47.093,162.049,291.879,0.429438438,,,
19,282,151.08,78.053,180.813,281.7,0.414462185,,,
6,272,127.872,103.062,147.389,271.221,0.399044545,,,
40,265,129.246,53.78,154.22,265.341,0.390393364,,,
3,257,114.119,72.692,149.014,256.477,0.377351856,,,
2,255,121.942,91.468,144.807,254.438,0.374351897,,,
8,253,115.359,32.604,152.718,252.772,0.371900729,,,
1,251,122.686,38.172,163.923,250.882,0.369119992,,,
5,247,147.349,54.308,171.117,247.002,0.36341139,,,
18,241,118.583,59.137,161.444,240.574,0.353953943,,,
4,205,110.813,52.39,147.996,204.778,0.301287672,,,
