 ,Area,Mean,Min,Max,Length,Length (mm),,,
36,851,149.121,59.839,172.962,850.563,1.278667158,,Conversion,665.195
9,785,127.111,57.333,168.326,784.945,1.180022399,,,
23,758,140.701,49.779,160.824,757.833,1.139264426,,,
3,745,121.996,38,146.899,744.352,1.118998189,,,
12,720,130.304,59.629,167.32,719.517,1.081663272,,Column1,
14,696,150.223,74.172,171.385,695.676,1.045822654,,,
8,694,128.753,53.684,162.682,694.48,1.044024684,,Mean,0.968703388
39,679,155.443,86.053,181.135,678.822,1.020485722,,Standard Error,0.030280959
20,625,119.578,46.022,148.584,624.22,0.938401521,,Median,0.918854622
4,617,111.313,34.667,145.544,616.528,0.926837995,,Mode,#N/A
1,606,136.321,46.033,163.211,605.907,0.910871248,,Standard Deviation,0.135420568
7,590,154.168,62.221,189.043,590.401,0.88756079,,Sample Variance,0.01833873
15,589,125.163,70.724,171.088,588.086,0.884080608,,Kurtosis,-0.360711666
24,584,139.092,58.146,181.857,583.439,0.877094687,,Skewness,0.811755544
2,572,131.802,58.531,157.288,571.444,0.85906238,,Range,0.466385045
22,570,119.253,74.529,149.268,569.865,0.85668864,,Minimum,0.812282113
21,562,113.024,31.833,146.677,561.149,0.843585715,,Maximum,1.278667158
11,556,116.139,87.006,130.729,555.88,0.83566473,,Sum,19.37406775
5,554,126.446,88.379,150.634,554.1,0.832988823,,Count,20
16,541,135.489,67.256,152.773,540.326,0.812282113,,,0
31,514,132.203,87,157.838,514.763,0.77385278,,,
13,505,152.269,91.461,183.58,504.707,0.758735408,,,
37,494,157.3,95.906,173.258,493.819,0.742367276,,,
27,492,115.973,33.693,137.277,491.801,0.739333579,,,
29,489,137.591,57.184,169.907,488.705,0.734679305,,,
32,484,138.483,99.343,156.333,484.078,0.72772345,,,
6,484,127.426,45.333,155.57,483.954,0.727537038,,,
34,484,132.913,35.334,159.444,483.846,0.72737468,,,
30,482,145.428,44.667,174.064,481.304,0.723553244,,,
10,479,119.125,84,137.662,478.395,0.71918009,,,
17,478,127.855,49.758,156.679,477.591,0.717971422,,,
33,469,137.135,89.546,166.467,468.657,0.704540774,,,
38,462,149.926,84.832,172.803,462.003,0.694537692,,,
25,442,105.891,57.62,137.842,441.45,0.663639985,,,
26,422,140.632,46.067,173.084,421.607,0.633809635,,,
19,408,131.955,71.333,165.454,408.043,0.613418622,,,
35,398,127.604,92.525,156.343,397.22,0.597148205,,,
40,397,146.058,103.622,175.353,396.54,0.596125948,,,
28,396,129.994,73.333,164.127,396.228,0.595656913,,,
18,367,128.987,48.373,163.191,366.587,0.551097047,,,
