 ,Area,Mean,Min,Max,Length,Length (mm),,,
15,874,145.637,83.617,169.955,874.129,1.312533597,,Conversion,665.986
20,826,160.535,112.721,199.032,825.626,1.239704739,,,
38,822,151.836,55.275,183.863,821.987,1.23424066,,,
7,742,139.112,37.777,173.337,741.622,1.113569955,,,
25,737,153.58,71.667,183.631,737.48,1.107350605,,,
21,729,141.961,65.667,184.482,728.914,1.094488473,,Column1,
16,723,148.94,63.248,164.317,722.845,1.085375669,,,
17,717,141.821,55.654,170.545,716.297,1.07554363,,Mean,1.052402378
22,714,161.725,85.866,201.582,714.146,1.072313832,,Standard Error,0.02719918
18,710,140.397,76.395,167.778,709.927,1.065978864,,Median,1.060649924
1,703,153.189,78.691,188.978,702.829,1.055320983,,Mode,#N/A
2,694,144.903,56.9,185.73,693.775,1.041726102,,Standard Deviation,0.121638431
33,692,140.176,74,162.703,691.893,1.038900217,,Sample Variance,0.014795908
28,677,141.63,72.765,170.012,676.462,1.01573006,,Kurtosis,0.219040927
11,659,137.429,72.577,169.877,658.583,0.988884151,,Skewness,0.224528706
6,659,154.672,44.667,177.659,658.264,0.988405162,,Range,0.471640545
34,625,136.365,65.026,156.715,624.985,0.938435643,,Minimum,0.840893052
4,582,137.771,71.159,172.702,581.654,0.873372714,,Maximum,1.312533597
19,577,156.365,83.333,188.909,576.264,0.86527945,,Sum,21.04804756
13,560,148.876,91,176.661,560.023,0.840893052,,Count,20
5,555,158.503,47.667,183.681,554.566,0.832699186,,,0
10,553,143.109,55.936,186.377,552.438,0.829503924,,,
32,552,123.97,57.345,142.06,551.801,0.828547447,,,
39,545,133.844,78.255,150.84,544.141,0.817045704,,,
29,537,144.261,38.857,194.487,536.913,0.806192623,,,
14,535,149.365,82.333,173.308,535.463,0.8040154,,,
27,528,149.971,96.659,177.346,527.304,0.791764391,,,
3,507,139.166,73.082,171.326,507.053,0.761356845,,,
37,506,155.83,97.333,178.127,506.161,0.760017478,,,
26,503,141.086,87.787,172.124,502.465,0.754467812,,,
8,492,141.654,71.494,172.744,491.177,0.737518506,,,
30,488,153.641,91.173,192.901,487.951,0.732674561,,,
9,488,125.464,64.333,152.308,487.362,0.731790158,,,
40,486,149.452,63.592,182.547,485.37,0.728799104,,,
36,482,154.161,65,184.063,481.813,0.723458151,,,
31,479,131.723,98.666,151.278,478.899,0.719082683,,,
24,477,141.606,96.525,175.098,476.281,0.71515167,,,
35,475,140.275,73.699,175.711,474.46,0.712417378,,,
12,474,144.487,65.414,173.813,473.677,0.711241678,,,
23,467,124.58,50.997,154.279,467.117,0.701391621,,,
