 ,Area,Mean,Min,Max,Length,Length (mm),,,
4,561,152.499,45,163.506,560.813,0.826179319,,Conversion,678.803
37,533,150.998,92.913,171.04,532.697,0.784759348,,,
22,528,178.799,91.773,194.461,527.795,0.777537813,,,
35,527,157.444,58,171.882,526.556,0.775712541,,,
36,506,153.969,86.23,171.544,505.581,0.74481256,,Column1,
31,503,173.544,70.992,197.896,502.68,0.74053886,,,
9,500,161.392,113.081,174.088,499.202,0.735415135,,Mean,0.70281223
19,487,157.233,101.333,172.019,487.017,0.717464419,,Standard Error,0.012941492
5,472,155.518,78.232,169.512,471.806,0.695055856,,Median,0.693580464
32,472,171.662,121.333,186.362,471.303,0.694314845,,Mode,#N/A
26,471,165.108,114.333,182.072,470.306,0.692846083,,Standard Deviation,0.05787611
28,465,150.318,104.061,164.525,464.259,0.683937755,,Sample Variance,0.003349644
40,457,152.385,108.608,174.478,456.289,0.672196499,,Kurtosis,-0.643506995
38,457,172.732,96.667,191.877,456.164,0.672012351,,Skewness,0.532375809
39,443,177.433,114,203.072,442.859,0.652411672,,Range,0.200289333
13,442,186.296,140.107,197.546,441.852,0.650928178,,Minimum,0.625889986
27,438,163.517,120.027,181.536,437.031,0.64382597,,Maximum,0.826179319
34,436,164.958,60,178.544,435.991,0.642293861,,Sum,14.0562446
8,427,176.568,113.327,195.354,426.364,0.628111543,,Count,20
6,425,155.658,93.202,173.446,424.856,0.625889986,,,0
16,417,171.331,117.572,179.179,419.055,0.61734406,,,
29,415,144.598,49.586,157.413,415.051,0.611445441,,,
18,409,159.367,99.667,176.445,411.519,0.606242165,,,
33,407,172.853,142.047,187.344,406.561,0.598938131,,,
3,407,159.763,121.667,172.993,406.214,0.598426937,,,
24,404,176.18,82.462,193.147,403.152,0.593916055,,,
7,394,169.234,138.667,187.905,393.572,0.579802977,,,
25,388,159.104,113.633,169.721,387.315,0.57058528,,,
21,384,175.718,88,193.961,383.652,0.565189017,,,
1,382,153.276,118.452,164.415,381.783,0.56243564,,,
30,382,153.613,113.594,164.158,381.281,0.561696103,,,
15,354,172.13,108.888,187.578,353.571,0.520874245,,,
14,346,173.821,122.126,190.7,345.562,0.509075534,,,
17,326,161.466,92.55,172.432,325.552,0.479597173,,,
11,322,191.693,109.108,204.116,321.573,0.473735384,,,
23,322,182.603,110.907,197.998,321.139,0.473096023,,,
2,318,152.152,114.527,167.698,317.375,0.467550968,,,
20,311,175.811,129.231,186.951,310.436,0.457328562,,,
12,310,194.138,163.457,203.547,309.417,0.45582739,,,
10,260,164.134,136.597,189.401,259.337,0.382050462,,,
