 ,Area,Mean,Min,Max,Length,Length (mm),,,
36,1236,138.847,52.423,167.166,1235.973,1.848106547,,Conversion,668.778
29,933,148.174,59.644,180.382,933.286,1.395509422,,,
31,814,141.463,76.933,170.355,813.676,1.216660835,,,
13,776,139.145,92.538,153.606,775.548,1.15964939,,,
6,766,149.299,65.758,173.744,766.044,1.145438397,,Column1,
5,741,147.462,102.776,173.555,740.334,1.106995146,,,
10,729,141.891,90.288,163.918,728.332,1.089048982,,Mean,1.041464283
3,677,143.987,61,161.576,676.321,1.01127878,,Standard Error,0.053227412
7,668,163.962,71.896,191.934,667.781,0.998509221,,Median,0.922139335
30,622,161.684,95.754,185.39,621.827,0.929795837,,Mode,#N/A
8,612,159.38,78.333,184.004,611.586,0.914482833,,Standard Deviation,0.238040223
4,609,144.587,47.667,167.968,608.196,0.909413886,,Sample Variance,0.056663148
33,604,135.305,50,154.445,604.325,0.903625717,,Kurtosis,6.489594975
40,604,143.701,51.667,166.478,603.879,0.902958829,,Skewness,2.351450256
15,602,145.135,103.095,166.375,601.705,0.899708124,,Range,0.98688653
9,596,157.729,88.015,197.138,595.318,0.89015787,,Minimum,0.861220016
37,594,149.163,100.958,168.089,593.622,0.887621901,,Maximum,1.848106547
21,590,156.859,96,176.28,589.078,0.88082742,,Sum,20.82928565
39,588,133.957,93.308,152.799,587.372,0.878276498,,Count,20
2,576,146.355,87.894,165.05,575.965,0.861220016,,,0
1,576,158.555,116.789,172.394,575.873,0.861082452,,,
35,576,143.88,36.333,165.992,575.775,0.860935916,,,
12,571,142.721,56.899,160.458,570.6,0.853197922,,,
38,566,141.312,96.555,163.791,565.823,0.846055044,,,
34,565,140.471,90.667,162.445,565.028,0.844866308,,,
32,565,140.775,76.604,162.212,564.423,0.843961673,,,
18,563,147.614,106.91,164.032,562.892,0.841672423,,,
23,562,146.976,91.204,164.637,561.315,0.839314391,,,
26,536,152.553,94.158,166.745,536.082,0.801584382,,,
25,534,158.994,107.698,177.246,533.165,0.797222696,,,
14,532,133.885,103,147.368,531.631,0.79492896,,,
27,521,147.339,110.303,165.668,521.334,0.779532221,,,
20,493,141.647,54.667,156.088,492.491,0.736404308,,,
22,492,152.558,104.333,173.656,491.088,0.734306451,,,
11,489,152.066,80.639,168.178,488.533,0.730486051,,,
24,487,149.049,96.365,170.069,486.549,0.727519446,,,
17,484,133.369,71.872,150.969,483.657,0.723195141,,,
28,483,150.996,102.628,170.958,482.882,0.722036311,,,
16,460,140.646,116.297,156.567,459.557,0.687159267,,,
19,454,138.429,70.383,158.903,454.627,0.679787613,,,
