 ,Area,Mean,Min,Max,Length,Length (mm),,,,
71,9,98.759,67.431,124.994,8.062,0.012027145,,,,
72,220,137.055,69.341,167.165,219.225,0.327046755,,,,
73,146,114.565,64.057,148.708,146.014,0.217828281,,,,
74,9,85.088,52.319,114.333,8.246,0.012301642,,,,
75,207,121.62,76.995,160.558,207.625,0.30974151,,,,
76,279,142.55,59.667,169.668,278.113,0.414897727,,,,
77,385,127.578,44.278,255,384.711,0.573923979,,,,
78,217,120.723,61.116,142.386,216.749,0.323352981,,,,
79,552,137.512,69.578,255,551.585,0.822871865,,,,
80,440,138.253,95,255,439.758,0.656044827,,,,
81,551,139.866,55.52,255,550.716,0.821575464,,,,
82,34,94.888,65.152,110.511,33.571,0.050082275,,,,
83,42,78.874,53.203,104.525,41.401,0.061763315,,,,
84,691,133.778,80.993,164.401,690.536,1.030163341,,,,
85,190,120.759,60.634,153.704,190.214,0.283767233,,,,
86,465,133.835,68.626,255,464.499,0.692954229,,,,
87,27,105.129,80.967,126.04,26.66,0.039772227,,,,
88,69,129.716,84.725,157.929,69.177,0.103200426,,,,
89,134,108.519,91.016,138.644,134.015,0.199927795,,,,
90,173,141.711,69.795,255,172.416,0.257215616,,,,
91,191,155.151,97,255,190.207,0.28375679,,,,
92,125,111.594,48.373,159.98,124.153,0.185215353,,,,
93,21,102.147,54.788,255,20.809,0.031043521,,,,
94,81,155.626,75.432,255,80.348,0.119865675,,,,
95,137,120.783,73.627,147.124,136.891,0.204218303,,,,
96,349,137.818,87.183,255,349.131,0.520844615,,,,
97,41,141.982,87,255,40.342,0.060183465,,,,
98,124,157.366,79.71,255,123.796,0.184682769,,,,
99,194,126.13,63.478,255,193.692,0.288955822,,,,
100,73,116.505,69.132,255,72.888,0.108736613,,,,
101,56,106.658,54.338,185.764,55.698,0.08309203,,,,
102,212,115.032,76.678,141.578,212.173,0.31652636,,,,
103,212,141.132,81.286,171.273,211.583,0.315646179,,,,
104,54,90.66,65.235,114.671,54.375,0.081118337,,,,
105,78,114.912,72.333,134.538,77.37,0.115423001,,,,
106,89,106.929,63.74,132.735,89.475,0.133481621,,,,
107,46,78.978,39.177,120.061,45.198,0.067427799,,,,
108,165,125.857,90.246,146.14,164.521,0.245437606,,,,
109,76,118.489,78.318,143.582,75.538,0.112689966,,,,
110,97,122.26,87.542,138.911,97.196,0.145000052,,,,
111,25,97.26,87.312,109.154,24.698,0.036845254,,,,
112,487,129.453,88.918,152.342,487.015,0.726544307,,,,
113,66,96.884,64.894,119.984,65.904,0.098317662,,,,
114,288,126.679,79,255,287.533,0.42895078,,,,
115,160,165.683,112.281,183.196,159.55,0.238021712,,,,
116,138,111.822,70.2,152.356,137.875,0.205686265,,,,
117,124,101.039,77.572,127.719,123.692,0.184527619,,,,
118,72,118.12,63.667,255,71.298,0.106364601,,,,
119,125,165.903,87.725,255,124.591,0.185868776,,,,
120,106,143.692,86.227,171.604,105.477,0.157353909,,,,
121,77,107.141,86.643,133.466,77.036,0.11492473,,,,
122,114,139.45,106.156,154.604,114.1,0.170217971,,,,
123,86,121.682,89.406,138.588,85.714,0.127870843,,,,
124,45,122.117,74.684,255,45.292,0.067568031,,,,
125,151,132.802,94.315,157.236,151.128,0.225457507,,,,
126,215,145.308,94.498,255,214.998,0.320740784,,,,
127,65,103.339,57.225,133.011,64.532,0.096270869,,,,
128,80,143.375,112.574,170.606,79.911,0.119213745,,,,
129,68,126.02,97.934,159.473,67.095,0.100094433,,,,
130,112,142.51,80.078,255,111.522,0.16637203,,,,
131,65,107.528,65.738,135.635,64.587,0.09635292,,,,
132,42,93.245,40.267,127.699,41.253,0.061542524,,,,
133,47,149.061,95.37,255,46.948,0.070038504,,,,
134,83,145.894,85.126,255,82.656,0.123308823,,,,
135,318,137.999,84.599,163.693,317.506,0.473665445,,,,
136,272,167.875,102.351,255,271.931,0.405675225,,,,
137,45,119.372,93.349,255,44.619,0.066564029,,,,
138,644,148.61,40.678,255,644.041,0.960800636,,,,
139,134,139.698,85.886,168.817,133.504,0.199165469,,,,
140,80,142.728,45.746,255,80.034,0.11939724,,,,
141,111,142.02,91.606,192.621,110.897,0.165439635,,,,
142,101,141.2,116.541,158.215,100.817,0.150401974,,,,
143,12,79.065,64.75,94.667,11.662,0.017397739,,,,
144,11,92.898,80.547,123,10,0.014918315,,,,
145,122,160.355,127.796,255,122.075,0.182115328,,,,
146,78,127.378,101.737,156.447,77.668,0.115867567,,,,
147,767,164.421,123.139,255,767.457,1.14491651,,,,
148,402,166.337,103.333,255,401.964,0.599662548,,,,
149,85,129.833,87.584,150.96,84.756,0.126441669,,,,
150,416,148.671,84,255,415.647,0.620075278,,,,
151,411,136.33,83.338,214.545,411.596,0.614031869,,,,
152,104,124.054,76.68,153.154,104.279,0.155566695,,,,
153,229,151.661,87.359,255,228.841,0.341392207,,,,
154,54,171.132,112.647,255,53.402,0.079666785,,,,
155,122,129.365,94.142,158.455,122.28,0.182421153,,,,
156,80,145.236,119.006,162.283,79.111,0.11802028,,,,
157,62,93.875,57.188,122.218,61.625,0.091934115,,,,
158,160,108.217,60.343,152.215,160.393,0.239279326,,,,
159,218,147.46,103.66,169.158,217.704,0.32477768,,,,
160,24,95.32,85.81,103.087,23.062,0.034404618,,,,
161,118,133.235,77.739,161.477,117.881,0.175858586,,,,
162,220,145.747,81.795,190.47,219.394,0.327298875,,,,
163,101,136.918,101.241,157.815,100.263,0.149575499,,,,
164,88,154.014,106.366,255,87.86,0.131072314,,,,
165,334,139.851,96.297,255,333.063,0.496873867,,,,
166,206,163.284,106.057,255,205.455,0.306504236,,,,
167,107,143.934,71.702,255,106.368,0.158683131,,,,
168,233,157.796,101.85,255,232.992,0.347584799,,,,
169,346,137.298,100.482,255,346.13,0.516367629,,,,
170,588,170.061,91.289,255,587.812,0.876916444,,,,
171,95,144.571,83.094,164.5,95.128,0.141914945,,,,
172,112,130.077,87.667,152.598,112.363,0.16762666,,,,
173,374,140.915,106.333,160.93,373.966,0.55789425,,,,
174,293,153.527,112.667,203.622,292.596,0.436503923,,,,
175,28,179.465,107.973,255,27.717,0.041349093,,,,
176,220,133.681,80.568,157.431,219.98,0.328173088,,,,
177,16,136.4,117.948,163.333,15.524,0.023159192,,,,
178,113,156.99,89.207,180.661,113.061,0.168667959,,,,
179,120,164.185,99.667,189.375,119.564,0.178369339,,,,
180,421,161.168,114.524,179.729,420.55,0.627389728,,,,
181,83,133.402,84.858,156.107,82.903,0.123677305,,,,
182,21,135.346,61.973,255,20.459,0.03052138,,,,
183,132,170.975,102.071,191.722,131.265,0.195825259,,,,
184,365,177.163,113.792,197.039,364.944,0.544434946,,,,
185,635,147.455,67.333,255,634.216,0.946143392,,,,
186,214,150.081,96.78,180.86,213.845,0.319020702,,,,
187,126,144.329,101.963,255,125.945,0.187888715,,,,
188,184,146.216,68.364,255,183.824,0.274234429,,,,
189,164,128.937,100.193,159.804,164.157,0.24489458,,,,
190,199,152.559,99.827,187.664,198.687,0.296407521,,,,
191,788,173.188,117.333,255,787.997,1.175558728,,,,
192,164,156.579,110.291,255,163.184,0.243443028,,,,
193,326,159.025,115.019,255,325.77,0.48599394,,,,
194,465,157.777,81.673,255,464.568,0.693057165,,,,
195,74,111.375,87.337,160.505,73.47,0.109604859,,,,
196,504,156.33,81.273,182.037,504.164,0.752127725,,,,
197,34,141.845,102.645,255,33.227,0.049569084,,,,
198,46,138.912,97.721,255,45.774,0.068287094,,,,
