 ,Area,Mean,Min,Max,Length,Length (mm),,,
16,655,149.671,55,170.155,655.063,0.967816904,,Conversion,676.846
13,612,155.715,42.596,186.6,612.757,0.905312287,,,
27,601,127.697,56.886,175.492,601.167,0.888188746,,,
17,565,152.677,46.694,180.233,564.277,0.833685949,,,
23,561,136.124,36.48,173.193,562.072,0.830428192,,,
36,562,164.896,57.359,181.452,561.775,0.829989392,,Column1,
4,559,142.405,49.829,188.045,558.785,0.825571844,,,
19,559,149.212,37.667,173.519,558.683,0.825421145,,Mean,0.794442015
26,554,152.823,27.534,185.51,553.08,0.817143043,,Standard Error,0.016377532
2,545,172.897,70.495,201.828,544.471,0.804423754,,Median,0.793469268
34,530,166.626,63.558,191.873,529.642,0.782514782,,Mode,#N/A
12,526,156.544,64.695,191.172,525.244,0.776016996,,Standard Deviation,0.07324255
8,525,165.26,45.594,192.981,524.033,0.774227815,,Sample Variance,0.005364471
20,504,165.325,62.308,184.861,503.399,0.743742299,,Kurtosis,0.172984625
25,495,125.142,57.055,183.059,496.217,0.733131318,,Skewness,0.577210203
28,493,193.516,45.187,229.32,493.141,0.72858671,,Range,0.2828738
31,491,171.774,32.667,197.235,490.619,0.724860603,,Minimum,0.684943104
6,486,174.273,71.402,201.778,485.825,0.717777752,,Maximum,0.967816904
10,471,151.915,44.317,180.763,470.447,0.695057665,,Sum,15.8888403
18,464,155.917,44.672,181.189,463.601,0.684943104,,Count,20
24,464,125.658,56.157,156.595,463.592,0.684929807,,,0
14,460,155.244,44.357,175.152,459.49,0.678869344,,,
7,457,161.587,55.136,185.72,456.43,0.674348375,,,
29,456,155.3,46.516,190.168,455.496,0.672968445,,,
22,450,171.139,91.121,191.816,451.804,0.667513733,,,
40,444,191.704,88.667,208.358,443.801,0.655689773,,,
5,436,156.001,50.281,190.878,435.352,0.643206874,,,
1,435,182.474,97.013,207.542,434.262,0.641596464,,,
3,434,136.018,54.685,179.64,433.97,0.641165051,,,
11,431,157.969,75.257,190.766,430.582,0.636159481,,,
32,409,158.293,52.977,180.989,409.077,0.604387113,,,
30,401,163.181,55.136,192.71,400.097,0.591119693,,,
39,390,162.411,33.616,178.242,389.099,0.574870798,,,
21,377,162.389,87.901,183.707,376.992,0.55698342,,,
15,376,147.16,85.444,165.351,375.935,0.555421765,,,
35,375,171.846,39.097,204.191,374.713,0.553616332,,,
9,359,172.851,67.517,193.836,358.52,0.529692131,,,
38,359,124.045,39,158.637,358.509,0.529675879,,,
37,339,135.186,63,177.483,338.651,0.500336857,,,
33,328,153.091,77.276,172.05,328.01,0.484615407,,,
