 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,125,150.47,106.02,174.236,124.815,0.184503563,,Conversion,676.491
29,63,164.008,117.173,187.571,62.16,0.091885923,,,
21,56,132.016,100.333,149.421,55.863,0.082577595,,,
30,44,131.719,107.806,154.667,44.095,0.065181946,,,
33,44,129.863,110.68,164.953,43.496,0.064296495,,Column1,
25,43,121.914,105.511,147.357,42.118,0.062259513,,,
28,40,149.254,122.459,163.648,39.896,0.058974916,,Mean,0.057854206
38,38,131.425,108.633,145.663,37.744,0.055793795,,Standard Error,0.007567096
23,37,151.882,141.879,168.768,36.189,0.053495168,,Median,0.046794414
4,31,107.636,88.186,136.693,32.849,0.048557926,,Mode,#N/A
15,31,143.61,106.621,165.173,30.463,0.045030902,,Standard Deviation,0.033841084
12,30,137.642,117.403,154.387,29.732,0.043950326,,Sample Variance,0.001145219
13,29,113.197,83.108,139.743,28.425,0.042018297,,Kurtosis,10.81527705
7,27,122.306,117.163,129.723,28.197,0.041681264,,Skewness,3.032650789
27,28,142.866,114.974,165.427,27.295,0.040347913,,Range,0.150472068
5,26,109.848,100.021,123.801,25.097,0.037098794,,Minimum,0.034031495
8,25,143.639,127.836,179.187,24.083,0.035599882,,Maximum,0.184503563
24,24,115.813,106.769,126,23.809,0.035194851,,Sum,1.15708413
17,24,139.114,124.977,178.817,23.409,0.034603565,,Count,20
1,24,132.55,120.17,151.687,23.022,0.034031495,,,0
26,23,102.288,85.237,120.699,22.825,0.033740286,,,
40,23,153.314,144.505,164.157,22.204,0.032822314,,,
22,22,160.329,135.667,172.525,21.997,0.032516323,,,
19,22,124.905,110.431,150.029,21.541,0.031842257,,,
34,21,130.958,104.811,148.325,20.224,0.029895446,,,
2,21,114.059,104.667,121.227,20,0.029564325,,,
16,20,147.647,134.316,185.144,19.416,0.028701047,,,
35,20,133.43,114.107,144.176,19.209,0.028395056,,,
3,19,133.83,111.623,154.131,18.601,0.027496301,,,
11,19,127.826,119.416,135.667,18.439,0.02725683,,,
20,19,128.886,120.349,140,18.439,0.02725683,,,
9,19,129.272,111.764,171.589,18.358,0.027137094,,,
32,19,110.677,100.612,126.333,18.111,0.026771975,,,
37,18,124.288,112.762,134.052,17.029,0.025172545,,,
18,17,145.07,139.438,155.601,16.643,0.024601953,,,
39,17,126.491,109.976,138.416,16.401,0.024244225,,,
36,17,119.58,89.724,135.667,16.125,0.023836237,,,
10,16,134.334,112.862,157.667,15.62,0.023089738,,,
6,16,113.502,101.95,125.767,15.556,0.022995132,,,
14,14,139.942,124.928,172.952,13.416,0.019831749,,,
