 ,Area,Mean,Min,Max,Length,Length (mm),,,
32,258,166.69,114.667,181.778,257.891,0.380189644,,Conversion,678.322
26,255,183.527,138.667,198.58,254.54,0.375249513,,,
29,223,199.71,159.396,212.851,223.211,0.329063483,,,
12,170,173.141,98.667,193.221,169.864,0.250417943,,,
35,170,162.064,108.667,181.795,169.434,0.249784026,,Column1,
37,163,159.488,135.405,191.921,162.905,0.240158804,,,
31,134,163.172,124.898,190.262,133.882,0.197372339,,Mean,0.203507479
27,134,134.64,70.227,168.744,133.62,0.196986092,,Standard Error,0.017278014
38,125,132.871,72,163.679,125.503,0.185019799,,Median,0.16756275
6,120,164.312,126.123,175.944,119.126,0.175618659,,Mode,#N/A
18,108,156.233,112.542,176.678,108.197,0.159506842,,Standard Deviation,0.077269629
19,108,135.115,67,170.873,107.454,0.158411492,,Sample Variance,0.005970596
1,104,131.793,102.832,171.695,104.011,0.153335731,,Kurtosis,0.919158007
39,102,165.956,130.396,193.23,101.898,0.150220692,,Skewness,1.407204024
15,101,139.639,86.482,168.52,101.005,0.148904208,,Range,0.24163303
33,100,148.281,87.869,188.175,100.225,0.147754311,,Minimum,0.138556615
8,99,160.667,106.221,184.233,99.283,0.14636559,,Maximum,0.380189644
23,99,147.535,100.637,169.333,98.595,0.145351323,,Sum,4.070149575
30,95,136.676,101.5,165.781,96.242,0.141882469,,Count,20
5,94,135.127,76.651,154.084,93.986,0.138556615,,,0
40,94,156.022,97.337,181.536,93.908,0.138441625,,,
24,91,155.372,113.349,181.94,92.259,0.136010626,,,
11,92,153.741,103.333,181.81,92.19,0.135908905,,,
36,91,133.876,89.667,160.525,91.137,0.134356545,,,
9,91,172.574,138.333,195.267,91.054,0.134234184,,,
13,91,164.436,122.075,195.5,90.878,0.13397472,,,
21,91,174.93,125.426,192.197,90.215,0.132997308,,,
34,90,160.833,102.741,186.163,89.66,0.132179113,,,
22,90,148.93,111.293,174.113,89.295,0.13164102,,,
20,88,141.153,61.859,166.189,88.201,0.130028217,,,
25,86,146.954,105.079,159.789,88.037,0.129786444,,,
28,87,126.615,85.864,148.719,87.696,0.129283733,,,
16,79,144.623,88.667,161.799,79.059,0.116550842,,,
3,77,122.188,91.925,147.085,76.97,0.113471183,,,
14,77,151.814,114.667,172.141,76.499,0.112776823,,,
10,76,168.139,130,186.333,76.113,0.112207772,,,
7,75,138.428,103,156.27,75.01,0.1105817,,,
17,71,160.893,109.667,203.346,71.233,0.105013548,,,
4,67,144.031,71.472,173.481,67.295,0.099208046,,,
2,66,142.146,78.802,174.213,65.302,0.096269913,,,
