 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,712,151.125,80.229,175.798,711.258,1.057745959,,Conversion,672.428
34,700,135.233,39.12,158.817,699.187,1.039794595,,,
35,673,161.362,37,182.133,672.127,0.999552368,,,
32,672,171.986,44.667,194.509,671.864,0.999161248,,,
12,663,131.278,53.814,162.909,662.463,0.98518057,,Column1,
19,652,137.108,15.979,171.576,652.149,0.969842124,,,
36,646,138.755,40.12,169.93,645.28,0.959626904,,Mean,0.935632068
7,645,117.408,45.589,157.158,644.586,0.958594824,,Standard Error,0.013965022
33,637,161.818,62.667,185.667,636.378,0.946388312,,Median,0.93347838
16,631,142.56,53.276,173.887,630.787,0.938073667,,Mode,#N/A
11,625,147.351,67.502,173.667,624.607,0.928883092,,Standard Deviation,0.062453477
20,616,152.66,24.811,188.586,616.127,0.916272077,,Sample Variance,0.003900437
2,616,130.592,45.176,156.284,615.981,0.916054953,,Kurtosis,-0.535099325
6,616,132.205,77.333,149.695,615.084,0.914720981,,Skewness,0.183006317
1,609,146.204,55.521,172.917,608.215,0.904505761,,Range,0.221364964
17,590,154.142,61.768,195.73,589.365,0.87647302,,Minimum,0.836380995
9,584,151.978,77.966,173.543,583.544,0.867816331,,Maximum,1.057745959
29,577,144.542,63.847,170.738,576.197,0.856890254,,Sum,18.71264135
38,566,157.761,49.192,177.981,565.299,0.840683315,,Count,20
10,563,139.978,48.744,163.713,562.406,0.836380995,,,0
18,541,151.125,82.01,182.16,541.021,0.804578334,,,
5,534,127.376,62.445,153.714,533.538,0.793450005,,,
15,528,144.817,91.321,166.978,527.231,0.784070562,,,
30,521,144.938,97.151,168.934,520.296,0.77375719,,,
25,508,148.689,19.018,166.642,507.522,0.754760361,,,
13,497,148.477,94.007,175.044,496.859,0.738902901,,,
27,491,150.398,76.71,180.303,490.601,0.729596329,,,
22,483,137.761,72.512,168.804,483.006,0.718301439,,,
26,483,171.731,113.735,184.39,482.279,0.717220282,,,
23,477,137.185,89.347,154.894,478.49,0.711585478,,,
24,474,145.854,35.781,175.601,473.652,0.704390656,,,
14,474,150.623,72.533,164.555,473.287,0.703847847,,,
21,466,143.434,56.561,176.466,465.785,0.692691262,,,
39,460,151.252,58.483,179.102,459.428,0.683237462,,,
28,459,141.056,49.418,180.531,459.058,0.682687217,,,
8,450,129.609,84.552,153.784,449.664,0.668716948,,,
3,448,121.013,48.333,158.064,447.713,0.665815522,,,
37,416,131.653,50,162.374,415.365,0.617709257,,,
4,384,125.614,69.457,149.631,383.422,0.570205286,,,
40,379,163.01,61,176.708,378.531,0.562931645,,,
