 ,Area,Mean,Min,Max,Length,Length (mm),,,
7,862,171.688,91.088,191.667,861.321,1.285718764,,Conversion,669.914
10,812,179.232,119.038,198.56,811.535,1.211401762,,,
6,777,161.086,114.261,194.651,776.579,1.15922193,,,
4,678,184.919,143.151,202.445,677.901,1.011922426,,,
15,633,161.093,107.333,172.036,632.664,0.944395848,,Column1,
26,624,155.305,114.131,168.838,625.525,0.933739256,,,
22,620,167.904,119.656,187.194,620.288,0.925921835,,Mean,0.934231036
24,615,171.495,105,193.24,614.091,0.916671394,,Standard Error,0.030144997
27,612,153.946,104.846,169.129,612.318,0.914024785,,Median,0.906552931
35,610,171.06,116.749,185.626,609.967,0.91051538,,Mode,#N/A
36,605,161.952,43,184.89,604.658,0.902590482,,Standard Deviation,0.134812524
40,588,168.052,98.816,190.404,587.993,0.877714154,,Sample Variance,0.018174417
9,585,174.013,96.333,186.931,584.206,0.87206119,,Kurtosis,1.896243097
25,581,168.386,101.667,180.754,580.99,0.867260574,,Skewness,1.601329312
37,580,150.924,52.333,173.748,579.087,0.864419911,,Range,0.482655983
29,568,161.512,113.471,176.811,567.24,0.846735551,,Minimum,0.803062781
19,548,157.717,119.433,173.384,547.528,0.817310879,,Maximum,1.285718764
34,544,156.86,98.593,175.364,543.624,0.811483265,,Sum,18.68462071
21,542,171.687,116.269,186.824,541.591,0.808448547,,Count,20
28,538,171.078,109,192.638,537.983,0.803062781,,,0
30,536,177.273,130.106,192.665,535.171,0.798865227,,,
2,531,192.406,135.097,208.42,530.736,0.792244975,,,
23,527,174.594,124.027,191.214,526.804,0.786375565,,,
8,522,192.744,108.806,213.842,521.302,0.77816257,,,
13,520,166.243,115.118,177.062,520.027,0.776259341,,,
20,517,173.481,110.764,203.26,517.05,0.771815487,,,
3,512,196.484,111.333,215.466,511.853,0.764057775,,,
11,502,179.636,119.894,194.649,501.333,0.748354266,,,
33,497,175.504,124.205,193.3,496.082,0.740515947,,,
17,493,173.366,120.123,189.52,493.18,0.736184048,,,
32,493,181.022,82.667,196.07,492.899,0.735764591,,,
5,485,166.925,94.821,185.962,484.188,0.722761429,,,
12,483,177.254,135.15,192.608,482.671,0.720496959,,,
31,470,182.945,118.333,195.549,470.03,0.701627373,,,
1,469,194.288,127.215,213.918,468.451,0.699270354,,,
14,462,151.321,123.242,164.907,461.104,0.688303275,,,
18,457,154.589,88.717,173.445,457.006,0.682186072,,,
16,442,174.065,114.856,187.512,441.477,0.659005484,,,
39,419,160.079,104.778,173.091,418.271,0.624365217,,,
38,411,152.611,101.125,167.965,410.329,0.612509964,,,
