 ,Area,Mean,Min,Max,Length,Length (mm),,,
19,218,152.869,93.846,174.84,217.479,0.317704187,,Conversion,684.533
16,166,148.582,45.59,174.334,165.067,0.241138119,,,
40,151,179.567,89.483,197.986,150.127,0.219313021,,,
21,142,154.906,79.283,182.866,141.292,0.206406411,,Column1,
5,137,139.05,89.667,166.372,136.214,0.198988215,,,
6,130,174.019,111,188.554,129.309,0.188901046,,Mean,0.188765553
39,129,149.585,37.333,174.556,128.914,0.188324011,,Standard Error,0.00826254
9,129,187.688,116,204.758,128.411,0.187589203,,Median,0.175312951
7,126,140.082,53.894,187.05,125.215,0.182920327,,Mode,#N/A
2,122,129.115,49.017,170.803,121.68,0.177756222,,Standard Deviation,0.036951203
3,119,149.705,67.333,172.815,118.335,0.172869679,,Sample Variance,0.001365391
11,119,146.533,90.553,182.45,118.04,0.172438728,,Kurtosis,7.613410783
13,116,134.205,81.808,175.692,115.824,0.169201485,,Skewness,2.551333689
34,115,153.284,53.455,193.271,115.011,0.168013814,,Range,0.15745479
31,115,183.816,124.75,198.571,114.793,0.167695349,,Minimum,0.160249396
24,114,148.546,90.662,175.426,113.152,0.165298094,,Maximum,0.317704187
27,114,132.367,106.698,150.008,113.078,0.165189991,,Sum,3.775311051
30,113,128.192,72.333,167.964,112.792,0.164772188,,Count,20
23,110,138.505,67.217,182.314,109.896,0.160541566,,,0
18,110,148.724,105.637,185.866,109.696,0.160249396,,,
25,107,141.99,77.507,169.363,106.877,0.15613126,,,
26,105,138.932,48.294,173.926,104.556,0.152740628,,,
8,104,170.48,98.713,202.507,103.804,0.151642068,,,
4,104,140.906,78.798,158.238,103.442,0.151113241,,,
15,104,144.449,39.667,173.859,103.266,0.150856131,,,
1,102,167.911,83.487,183.764,101.522,0.148308409,,,
10,101,119.697,52.144,153.983,100.217,0.146402,,,
33,100,137.396,107.059,157.902,100.128,0.146271984,,,
28,98,141.521,77.033,168.922,97.015,0.141724358,,,
38,97,140.137,76.306,180.969,96.914,0.141576812,,,
32,97,135.405,92.667,158.701,96.265,0.140628721,,,
29,96,122.296,91.143,156.564,95.153,0.139004255,,,
37,95,120.408,35.646,169.97,94.459,0.137990426,,,
35,95,133.729,83.64,157.257,94.403,0.137908618,,,
22,94,163.769,80.638,183,93.289,0.136281231,,,
12,94,157.107,95.84,186.548,93.173,0.136111773,,,
36,92,155.381,92.605,174.031,91.503,0.133672153,,,
20,91,163.126,106.301,181.314,90.797,0.132640793,,,
14,88,141.405,80.975,172.157,87.912,0.128426241,,,
17,81,172.837,98.14,193.473,80.726,0.117928573,,,
