 ,Area,Mean,Min,Max,Length,Length (mm),,,
28,142,183.948,148.667,193.634,142.493,0.213002617,,Conversion,668.973
21,131,171.392,132.667,188.143,131.342,0.196333783,,,
18,131,193.453,147.079,209.723,130.934,0.195723893,,,
2,129,130.441,99.403,151.641,128.424,0.191971873,,,
23,123,148.562,110.948,166.153,123.44,0.184521647,,Column1,
37,123,141.299,86.693,157.247,122.843,0.183629235,,,
35,122,142.37,99.084,165.177,122.137,0.182573886,,Mean,0.175258942
25,116,140.773,97.398,157.23,117.416,0.1755168,,Standard Error,0.003455179
33,117,156.893,120.546,175.311,116.349,0.173921817,,Median,0.173305201
29,117,162.868,131.755,175.371,116.245,0.173766355,,Mode,#N/A
26,116,141.708,99.667,155.137,115.628,0.172844046,,Standard Deviation,0.015452029
22,115,156.484,109.815,172.989,114.581,0.17127896,,Sample Variance,0.000238765
11,113,171.097,148.565,182.355,112.14,0.167630084,,Kurtosis,0.266298068
1,112,152.65,133.333,169.088,111.585,0.166800454,,Skewness,0.778678512
3,110,139.466,65.333,155.303,110.438,0.165085885,,Range,0.058156308
24,107,149.118,108.49,162.399,107.883,0.161266598,,Minimum,0.154846309
27,108,158.888,115,169.131,107.393,0.160534132,,Maximum,0.213002617
36,105,145.855,91.333,158.087,105.784,0.158128953,,Sum,3.505178834
7,104,162.942,121.333,180.723,104.227,0.155801505,,Count,20
31,104,169.995,133.333,184.458,103.588,0.154846309,,,0
17,100,146.784,109.76,171.323,99.864,0.149279567,,,
39,99,140.367,100.667,148.538,99.238,0.148343805,,,
30,98,147.782,107.622,172.417,97.247,0.145367601,,,
15,94,159.022,110.589,174.225,93.824,0.140250802,,,
10,93,144.661,102.688,163.315,93.705,0.140072918,,,
9,93,147.784,112.667,170.704,93.396,0.139611016,,,
8,91,131.312,100.614,144.766,90.288,0.134965088,,,
6,90,175.674,139,193.791,89.709,0.134099582,,,
5,89,154.982,104.169,173.311,88.647,0.132512074,,,
14,89,159.213,124.815,177.493,88.417,0.132168264,,,
40,89,145.369,114.333,155.121,88.265,0.13194105,,,
4,89,151.605,86.122,167.889,88.086,0.131673476,,,
13,87,159.547,109.926,182.296,86.903,0.129905093,,,
38,86,137.998,96.116,154.83,85.983,0.128529851,,,
34,85,144.575,98.045,157.408,84.728,0.126653841,,,
16,85,146.009,99.161,163.829,84.586,0.126441575,,,
12,85,163.135,126.769,177.88,84.355,0.12609627,,,
20,84,147.06,129.66,159.146,83.28,0.124489329,,,
32,84,156.253,115.635,180.133,83.114,0.124241188,,,
19,82,163.969,135.658,180.05,82.346,0.123093159,,,
