 ,Area,Mean,Min,Max,Length,Length (mm),,,
37,669,154.7,74.453,168.163,668.593,0.994296787,,Conversion,672.428
30,617,163.388,106.869,187.66,616.496,0.916820834,,,
4,610,156.288,111.578,173.507,609.249,0.906043472,,,
6,556,164.255,90.447,182.484,555.726,0.826446846,,,
20,528,175.452,111.919,193.326,527.938,0.785121976,,Column1,
26,521,155.532,103.333,171.892,520.472,0.774018928,,,
17,519,193.266,127.667,209.409,518.372,0.770895917,,Mean,0.763421288
16,513,164.81,116.254,180.673,513.044,0.762972393,,Standard Error,0.019523944
11,509,173.4,74.94,198.18,508.161,0.755710649,,Median,0.754928409
34,508,159.964,91.603,186.052,507.822,0.755206505,,Mode,#N/A
23,508,151.274,87.323,166.912,507.448,0.754650312,,Standard Deviation,0.087313732
29,487,157.478,105.301,170.668,486.835,0.723995729,,Sample Variance,0.007623688
1,485,179.704,132.508,205.114,484.983,0.721241531,,Kurtosis,1.511387549
28,471,177.891,57.333,194.091,470.692,0.699988698,,Skewness,1.398721691
32,469,168.325,95.167,185.437,468.88,0.697293985,,Range,0.314250745
21,469,165.12,85,176.061,468.14,0.696193496,,Minimum,0.680046042
15,461,165.887,94.018,182.055,460.409,0.684696354,,Maximum,0.994296787
40,459,163.515,74.27,181.351,458.96,0.682541477,,Sum,15.26842576
38,458,173.753,84.898,193,457.415,0.680243833,,Count,20
5,458,179.395,119.942,191.724,457.282,0.680046042,,,0
31,455,168.511,101.857,190.284,454.78,0.676325198,,,
33,455,141.454,34.333,161.399,454.635,0.676109561,,,
22,453,158.578,84.731,176.148,452.868,0.673481771,,,
25,450,151.636,87.333,166.044,450.056,0.66929991,,,
18,445,194.856,121.778,210.002,444.642,0.661248491,,,
24,445,156.739,89.756,170.145,444.528,0.661078956,,,
2,445,160.749,57.44,174.102,444.392,0.660876704,,,
8,439,181.37,120.051,197.97,438.068,0.651471979,,,
27,438,179.673,125.751,201.422,437.549,0.650700149,,,
14,437,159.536,64.274,180.249,436.779,0.649555045,,,
36,425,157.753,117.941,179.235,424.667,0.631542708,,,
19,423,165.401,71.791,190.593,422.347,0.628092524,,,
39,421,170.866,78.164,189.838,420.987,0.626070003,,,
35,421,159.972,90.366,170.638,420.876,0.62590493,,,
13,420,160.678,127.647,177.634,419.374,0.623671233,,,
3,414,158.773,107.618,176.519,413.305,0.614645732,,,
7,413,170.778,60.173,189.575,412.793,0.613884312,,,
12,411,187.063,101.666,205.563,410.999,0.611216368,,,
10,351,174.955,94.068,191.654,350.698,0.521539853,,,
9,308,185.455,100.207,215.789,307.081,0.456674915,,,
