 ,Area,Mean,Min,Max,Length,Length (mm),,,
14,1049,144.122,64.721,165.588,1048.796,1.540260911,,Conversion,680.921
33,1033,155.569,122.455,173.239,1033.107,1.517220059,,,
28,1032,160.466,128.035,175.5,1032.091,1.515727963,,,
40,888,165.327,106.498,189.72,887.6,1.303528603,,,
6,873,160.593,118.688,185.691,872.47,1.281308698,,Column1,
37,830,149.421,121.528,174.739,830.016,1.21896079,,,
3,827,160.219,71.667,186.625,827.046,1.21459905,,Mean,1.176893722
10,826,137.642,93.209,155.989,825.694,1.212613504,,Standard Error,0.039208564
39,816,176.646,83.678,194.07,815.849,1.198155146,,Median,1.084449591
26,743,146.382,54.371,162.516,742.295,1.090133804,,Mode,#N/A
32,735,151.995,110.155,170.377,734.554,1.078765378,,Standard Deviation,0.175346029
7,731,145.01,72.071,173.959,731.259,1.073926344,,Sample Variance,0.03074623
35,728,148.042,73.297,163.68,728.021,1.06917102,,Kurtosis,0.150717224
17,727,148.796,112.861,165.521,726.442,1.066852102,,Skewness,1.117557019
12,718,141.393,92.746,154.484,718.037,1.054508526,,Range,0.531972138
21,711,162.823,114.501,178.44,711.038,1.044229801,,Minimum,1.008288774
18,696,147.169,99.284,162.755,695.348,1.02118748,,Maximum,1.540260911
16,692,161.005,98.958,181.931,691.703,1.015834436,,Sum,23.53787444
24,690,165.189,129,186.668,689.502,1.012602049,,Count,20
34,687,156.229,72.798,171.117,686.565,1.008288774,,,0
22,687,159.406,115.564,180.373,686.53,1.008237373,,,
27,684,183.277,143.85,200.279,684.181,1.004787633,,,
36,679,148.661,114.482,177.693,679.002,0.997181758,,,
25,674,150.094,85.193,166.809,673.097,0.98850968,,,
29,652,175.832,135.272,188.393,651.669,0.957040538,,,
2,638,156.726,100.205,187.697,637.625,0.936415531,,,
11,635,140.263,82.963,163.044,634.508,0.931837908,,,
8,632,166.707,139.498,184.686,634.174,0.931347396,,,
30,633,176.075,131.333,187.849,632.034,0.928204593,,,
15,628,151.167,82.387,173.148,627.306,0.921261057,,,
13,625,154.034,110.382,174.404,624.835,0.917632148,,,
31,620,164.371,113.6,188.788,619.16,0.909297848,,,
19,618,164.029,106.684,193.629,617.949,0.907519374,,,
23,612,161.538,89.021,182.895,611.517,0.898073345,,,
38,608,169.502,120.058,188.545,607.1,0.891586542,,,
5,601,165.346,132.062,186.697,600.503,0.881898194,,,
1,571,159.42,106.708,179.345,570.744,0.838194152,,,
4,562,142.893,106.262,162.523,561.803,0.825063407,,,
20,561,132.917,76.606,160.097,561.468,0.824571426,,,
9,533,164.553,116.147,182.424,533.15,0.782983635,,,
