 ,Area,Mean,Min,Max,Length,Length (mm),,,
1,1158,136.533,60,164.084,1157.437,1.707066238,,Conversion,678.027
9,1124,166.988,67.661,209.54,1124.181,1.658018044,,,
18,1075,140.333,69.333,191.971,1074.508,1.584756949,,,
4,1003,132.864,70.402,164.767,1002.274,1.478221369,,,
6,998,131.033,48.047,161.832,997.385,1.471010741,,Column1,
8,884,110.375,44.2,163.348,884.225,1.304114733,,,
16,836,134.431,49.149,172.821,835.067,1.231613195,,Mean,1.231837154
2,809,136.357,88.741,168.646,808.954,1.19309998,,Standard Error,0.050127368
17,806,143.046,34.333,173.605,805.215,1.18758545,,Median,1.139529104
37,776,159.967,89.775,192.423,775.876,1.144314312,,Mode,#N/A
3,770,134.526,38.496,169.039,769.387,1.134743897,,Standard Deviation,0.224176403
21,762,146.482,80.371,172.612,761.361,1.12290661,,Sample Variance,0.05025506
7,746,136.662,55.533,187.807,745.714,1.099829358,,Kurtosis,-0.190780923
12,733,145.524,43.646,168.745,732.573,1.080448124,,Skewness,1.054331966
10,730,137.419,74.107,159.886,729.585,1.07604122,,Range,0.707934935
19,730,171.857,66,201.223,729.177,1.075439474,,Minimum,0.999131303
34,713,119.764,50.643,145.333,712.961,1.051523022,,Maximum,1.707066238
5,701,143.263,62.398,174.639,700.768,1.033539962,,Sum,24.63674308
23,681,126.324,59.047,149.244,680.291,1.0033391,,Count,20
35,678,141.914,78.853,173.272,677.438,0.999131303,,,0
13,670,124.272,53.317,144.605,669.568,0.987524096,,,
29,667,146.035,97.644,164.292,666.037,0.982316338,,,
38,666,140.548,85.04,171.532,665.27,0.981185115,,,
20,660,138.032,101.465,162.998,659.377,0.972493721,,,
27,657,166.685,53.8,197.273,656.474,0.96821218,,,
28,648,151.374,97.868,176.579,648.015,0.955736276,,,
24,643,144.397,59.009,166.714,642.308,0.947319207,,,
22,636,118.149,22.593,154.168,635.589,0.937409572,,,
40,633,122.949,39,167.172,632.711,0.933164903,,,
11,627,135.011,63.08,163.215,626.325,0.923746399,,,
15,627,135.19,72.512,162.959,626.111,0.923430778,,,
26,620,134.869,71.444,155.438,619.788,0.914105191,,,
14,614,129.072,62.721,168.901,613.424,0.904719134,,,
33,609,144.906,65.61,174.897,608.1,0.896866939,,,
25,594,138.411,68.54,169.415,593.177,0.874857491,,,
36,576,127.079,68.52,153.017,575.507,0.848796582,,,
39,575,152.504,91.473,187.853,574.142,0.846783388,,,
32,556,152.011,80.002,176,555.462,0.819232862,,,
31,555,166.211,75.809,188.194,554.352,0.817595759,,,
30,536,128.14,37.865,151.896,535.52,0.789821054,,,
