 ,Area,Mean,Min,Max,Length,Length (mm),,,
3,1750,142.082,73.333,174.686,1751.369,2.528588981,,Conversion,692.627
17,1170,149.145,66.845,180.504,1169.841,1.688991333,,,
1,1142,154.224,92.732,195.819,1142.385,1.649350949,,,
8,1140,172.436,78.833,207.531,1140.523,1.646662634,,,
38,1088,131.868,58.3,170.488,1088.078,1.570943668,,Column1,
16,1071,148.812,103.444,184.826,1071.041,1.546346013,,,
20,1060,138.096,75.583,171.216,1059.557,1.52976566,,Mean,1.485336335
32,1009,128.631,68.944,159.121,1008.926,1.456665709,,Standard Error,0.062618373
14,1004,138.346,63.761,176.203,1003.565,1.448925612,,Median,1.425557335
35,991,136.128,88.653,175.28,991.262,1.431162805,,Mode,#N/A
31,984,125.284,41.732,175.512,983.497,1.419951864,,Standard Deviation,0.280037878
33,933,129.463,63.032,161.087,932.757,1.346694541,,Sample Variance,0.078421213
26,931,128.025,70.288,158.196,931.316,1.344614056,,Kurtosis,10.53064359
34,931,120.358,74.55,153.685,930.508,1.343447483,,Skewness,2.929636445
36,916,133.343,37.435,175.409,915.666,1.322018922,,Range,1.261296484
40,907,126.989,81.563,161.098,906.894,1.309354097,,Minimum,1.267292497
7,902,162.05,77.825,193.174,902.588,1.303137186,,Maximum,2.528588981
37,885,141.155,34.565,176.187,884.16,1.276531235,,Sum,29.70672671
24,884,134.906,69.658,168.681,883.987,1.276281462,,Count,20
39,878,119.186,74.323,143.273,877.761,1.267292497,,,0
6,856,135.46,68.209,187.613,856.087,1.23600004,,,
2,839,150.565,89.949,185.756,838.913,1.211204588,,,
5,833,147.287,89.032,183.401,832.975,1.202631431,,,
13,829,144.216,51.671,173.191,829.086,1.197016576,,,
12,825,140.251,51,177.594,824.871,1.190931049,,,
30,806,118.846,79.719,148.564,805.464,1.162911639,,,
19,780,138.861,75.789,172.58,780.168,1.126389817,,,
4,776,134.154,60.046,169.589,776.102,1.120519414,,,
15,772,142.314,78.872,182.66,771.937,1.114506076,,,
11,728,141.865,78.967,177,727.878,1.050894637,,,
18,712,137.935,60.738,182.598,712.233,1.028306722,,,
21,711,137.507,69.699,167.469,710.45,1.025732465,,,
28,703,125.904,60.889,154.399,702.077,1.013643707,,,
27,699,119.121,49.265,146.946,698.373,1.008295952,,,
9,694,145.834,81.823,183,693.635,1.001455329,,,
10,674,134.668,57,171.791,673.484,0.972361747,,,
29,651,123.015,72.91,149.94,651.029,0.9399417,,,
22,644,140.752,87.627,169.028,643.429,0.928968983,,,
25,637,133.974,87.581,157.029,637.119,0.919858741,,,
23,625,125.93,48.597,152.008,624.307,0.90136105,,,
