 ,Area,Mean,Min,Max,Length,,,
1,27,122,60.333,148,26,,Pollen Grains,219
2,35,139.021,118.807,149.204,34.532,,px/mm,657
3,28,109.692,67.766,131.884,28.197,,,
4,17,92.988,46.28,117.333,16.643,,,
5,64,132.398,63.302,147.333,63.107,,,
6,25,128.659,108.496,155.417,24.709,,,
