 ,Area,Mean,Min,Max,Length,,,
1,22,109.908,84.308,156.667,21.471,,Pollen Grains,31
2,15,97.969,47.66,121.909,14.422,,px/mm,657
3,14,83.719,52.517,105,13.601,,,
