 ,Area,Mean,Min,Max,Length,,,
1,19,94.645,62.83,110.317,18.111,,,
2,50,136.51,87.557,149.218,49.041,,Pollen Grains,175
3,16,140.197,76.413,255,15.556,,px/mm,657
4,15,89.53,49.866,114.268,14.866,,,
5,37,132.478,110.49,156.333,36.523,,,
6,18,122.132,100.284,138.179,17.205,,,
7,26,99.959,71,130,25,,,
