 ,Area,Mean,Min,Max,Length,Length (mm),,,
4,965,170.231,107.233,191.71,964.895,1.385143331,,Conversion,696.603
10,953,156.909,83.205,190,952.438,1.367260836,,,
39,939,186.45,96.503,206.961,938.426,1.347146079,,,
8,850,163.749,65.209,183.56,850.793,1.221345587,,,
34,784,169.516,128.243,183.62,783.125,1.124205609,,Column1,
15,761,162.655,38.771,180.559,760.227,1.091334663,,,
27,729,166.749,135.005,178.104,728.752,1.046151108,,Mean,1.044774714
25,718,150.328,61.139,169.465,719.82,1.033328883,,Standard Error,0.036750218
20,707,170.681,48,197.644,706.998,1.014922416,,Median,1.001230256
3,702,160.817,53.606,184.793,701.181,1.006571892,,Mode,#N/A
13,694,160.321,115.885,178.593,693.739,0.995888619,,Standard Deviation,0.164351973
22,686,157.47,60.345,182.201,685.242,0.983690854,,Sample Variance,0.027011571
26,668,158.879,69.667,178.051,668.029,0.95898094,,Kurtosis,0.135215869
5,668,176.659,78.362,196.321,667.791,0.958639282,,Skewness,1.100199159
9,636,162.173,61.633,186.874,635.556,0.912364718,,Range,0.520693996
24,634,151.421,98.159,172.411,633.844,0.909907078,,Minimum,0.864449335
35,626,189.667,130.265,213.185,626.044,0.898709882,,Maximum,1.385143331
37,619,162.442,127.795,193.193,619.15,0.888813284,,Sum,20.89549428
29,618,173.799,62.333,189.968,617.636,0.88663988,,Count,20
16,603,181.352,127.395,196.79,602.178,0.864449335,,,0
28,594,160.097,96.9,178.528,593.245,0.851625675,,,
7,581,164.167,114.804,194.99,580.316,0.833065606,,,
21,572,167.421,99.581,192.79,571.588,0.820536231,,,
38,546,175.353,122.387,193.903,545.346,0.782864846,,,
30,532,170.35,82.962,189.075,531.925,0.763598492,,,
14,531,169.707,100.575,184.874,531.03,0.762313685,,,
12,527,160.677,93.107,186.577,526.843,0.756303088,,,
32,522,161.797,84.675,178.587,521.691,0.748907197,,,
36,515,166.021,91.782,187.192,514.735,0.738921595,,,
17,510,188.381,151.484,209.54,509.587,0.731531446,,,
18,508,157.69,49.163,178.534,507.958,0.729192955,,,
19,508,170.938,121.853,201.623,507.657,0.728760858,,,
11,503,164.688,108.459,186.675,505.062,0.725035637,,,
31,498,165.351,113.138,186.111,497.674,0.714429883,,,
40,498,186.115,159.398,201.817,497.335,0.713943236,,,
33,497,166.299,127.947,186.847,496.558,0.712827823,,,
6,492,165.016,105.671,184.241,492.399,0.706857421,,,
23,479,172.765,116.333,194.886,478.676,0.687157534,,,
1,466,171.198,117.612,195.917,465.069,0.66762417,,,
2,386,171.364,102.073,200.28,385.561,0.553487424,,,
