 ,Area,Mean,Min,Max,Length,Length (mm),,,
1,29,141.872,129.608,156.783,28.556,0.041452191,,Conversion,688.89
2,35,122.891,85.038,161.003,35.194,0.051087982,,,
3,21,114.415,76.459,146.225,20.396,0.029607049,,,
4,15,133.218,127.603,138.667,14.422,0.020935128,,,
,,,,,,,,Column1,
,,,,,,,,,
,,,,,,,,Mean,0.035770587
,,,,,,,,Standard Error,0.006614273
,,,,,,,,Median,0.03552962
,,,,,,,,Mode,#N/A
,,,,,,,,Standard Deviation,0.013228546
,,,,,,,,Sample Variance,0.000174994
,,,,,,,,Kurtosis,-1.964792839
,,,,,,,,Skewness,0.080035846
,,,,,,,,Range,0.030152855
,,,,,,,,Minimum,0.020935128
,,,,,,,,Maximum,0.051087982
,,,,,,,,Sum,0.14308235
,,,,,,,,Count,4
,,,,,,,,,0
