 ,Area,Mean,Min,Max,Length,Length (mm),,,
8,751,151.363,93.096,182.97,750.798,1.119671554,,Conversion,670.552
2,722,165.114,106.491,195.874,721.661,1.076219294,,,
25,689,170.277,113.667,211.62,688.694,1.027055322,,,
40,668,182.353,118.62,208.798,667.368,0.995251673,,,
16,665,153.599,80.583,197.111,664.817,0.991447345,,Column1,
4,656,183.466,131.761,211.185,655.31,0.977269474,,,
23,648,165.08,100.476,198.037,647.682,0.965893771,,Mean,0.928535595
21,642,177.756,112.964,206.008,641.538,0.956731171,,Standard Error,0.019225004
36,626,154.133,104.528,177.933,625.398,0.932661449,,Median,0.921407288
19,619,159.582,98.56,200.092,618.579,0.922492215,,Mode,#N/A
3,618,164.985,114.094,204.57,617.124,0.920322361,,Standard Deviation,0.085976831
37,608,159.034,130.685,175.145,607.575,0.906081855,,Sample Variance,0.007392016
28,599,164.204,102.305,198.324,598.572,0.892655603,,Kurtosis,-0.180722623
22,586,160.462,126.182,193.094,585.595,0.873302891,,Skewness,0.564168138
9,580,151.023,121.937,176.264,579.034,0.863518415,,Range,0.309209427
24,579,174.63,126.439,193.988,578.311,0.862440199,,Minimum,0.810462127
27,560,178.771,126.333,208.274,559.998,0.835129863,,Maximum,1.119671554
32,556,176.391,116.686,198.886,555.156,0.827908947,,Sum,18.57071189
17,546,148.707,97.472,194.76,545.961,0.814196364,,Count,20
35,544,145.995,80.667,170.676,543.457,0.810462127,,,0
13,538,177.872,139.333,214.481,537.461,0.80152024,,,
26,527,172.13,129.766,201.267,526.322,0.784908553,,,
31,501,178.191,123.076,202.711,500.535,0.746452177,,,
5,497,178.551,142.139,199.68,496.792,0.740870208,,,
34,480,160.656,117.079,188.373,479.942,0.715741658,,,
39,474,169.926,83.045,201.771,473.889,0.706714766,,,
38,468,163.285,113.076,188.755,467.695,0.697477601,,,
1,430,172.313,119.513,202.25,430.208,0.641572913,,,
30,430,184.57,157.53,205.39,430.133,0.641461065,,,
20,423,163.457,109.816,196.745,423.137,0.63102787,,,
14,400,162.286,87.783,195.738,399.713,0.596095456,,,
6,385,161.134,108.29,195.749,384.642,0.573619943,,,
29,385,172.967,115.859,205.771,384.125,0.572848936,,,
12,351,182.101,110.333,210.84,350.498,0.5227007,,,
7,349,163.074,97.735,195.037,348.452,0.519649483,,,
10,345,174.871,131.667,194.823,344.096,0.513153342,,,
33,312,159.265,112.946,193.187,311.311,0.464260788,,,
11,295,165.55,92.863,191.672,294.827,0.439678056,,,
18,264,159.968,90.24,180.528,263.334,0.392712273,,,
15,219,175.809,130.429,197.766,218.316,0.32557654,,,
