 ,Area,Mean,Min,Max,Length,Length (mm),,,
27,1024,137.208,90.692,154.595,1023.331,1.500899075,,Conversion,681.812
17,979,145.282,105.776,161.307,978.653,1.435370747,,,
15,957,128.506,78.512,150.883,956.336,1.402638851,,,
31,931,148.134,98.26,166.885,930.173,1.364266103,,,
28,918,151.154,71.051,168.683,917.797,1.346114471,,Column1,
39,867,142.076,88.939,158.932,866.936,1.271517662,,,
38,863,168.877,110.114,188.653,862.794,1.265442673,,Mean,1.215760943
34,838,139.626,105.753,154.343,837.206,1.227913266,,Standard Error,0.02963254
6,836,129.976,82.353,159.468,835.261,1.225060574,,Median,1.17063648
10,799,158.418,110.392,177.402,798.376,1.170962083,,Mode,#N/A
13,797,144.193,59.237,165.533,797.932,1.170310877,,Standard Deviation,0.13252075
1,784,151.912,119.241,173.227,783.996,1.149871225,,Sample Variance,0.017561749
26,783,154.576,113.006,177.794,782.465,1.147625738,,Kurtosis,-0.517088407
16,769,148.837,85.503,177.539,768.159,1.126643415,,Skewness,0.775137796
24,752,138.959,106.08,155.337,751.833,1.102698398,,Range,0.431604313
18,747,139.239,52.41,162.456,747.094,1.095747801,,Minimum,1.069294762
32,744,151.707,113.309,172.071,743.448,1.090400286,,Maximum,1.500899075
29,738,146.129,88.307,163.709,737.67,1.081925809,,Sum,24.31521886
2,730,143.853,87.856,165.129,729.89,1.070515039,,Count,20
3,729,150.29,100.002,171.844,729.058,1.069294762,,,0
11,722,151.284,119.791,169.935,721.683,1.058477997,,,
21,718,145.787,84.143,160.772,717.951,1.053004347,,,
23,708,134.797,74.723,150.239,707.798,1.038113146,,,
8,701,154.268,116.263,174.221,700.42,1.027291981,,,
7,700,145.277,110.694,164.674,700.335,1.027167313,,,
4,680,142.57,105.641,164.267,680.3,0.99778238,,,
5,677,136.138,103.468,159.916,677.205,0.993243005,,,
12,666,151.403,99.965,174.988,665.828,0.976556587,,,
25,656,157.276,127.451,178.868,656.024,0.962177257,,,
30,655,142.266,93.59,159.978,655.164,0.960915912,,,
35,654,142.286,55.486,161.715,653.566,0.958572158,,,
33,651,144.148,83.656,161.816,650.347,0.953850915,,,
9,631,160.714,72.361,189.763,630.206,0.924310514,,,
14,622,131.121,51.333,155.619,621.97,0.912230938,,,
19,593,144.065,71.863,173.189,592.424,0.868896411,,,
37,571,160.27,99.221,181.507,570.069,0.836108781,,,
20,538,151.361,116.263,164.752,537.38,0.788164479,,,
36,517,154.392,100.599,169.262,516.874,0.75808874,,,
22,514,142.517,105.127,152.523,513.715,0.753455498,,,
40,501,149.562,101.078,165.223,500.773,0.734473726,,,
