 ,Area,Mean,Min,Max,Length,Length (mm),,,,
73,13,78.395,40.693,106.529,12.53,0.018955898,,,,
74,17,94.555,62.906,129.814,16.553,0.025042057,,,,
75,50,109.544,69.686,133.227,49.754,0.075269891,,,,
76,104,122.644,45.422,139.871,103.86,0.157123666,,,,
77,19,89.622,67,118.013,18.974,0.028704645,,,,
78,192,126.924,77.345,163.582,191.74,0.290072132,,,,
79,12,83.712,72.885,95.745,11.314,0.017116283,,,,
80,8,89.208,59.333,114,7,0.010589887,,,,
81,10,80.274,47.966,114,9.899,0.014975613,,,,
82,16,86.86,48.507,108.173,15.28,0.02311621,,,,
83,9,59.7,45.973,77.667,8.062,0.012196524,,,,
84,18,109.298,62.437,136.95,18.905,0.028600259,,,,
85,14,112.471,87.984,143.164,13.454,0.020353763,,,,
86,45,105.626,57.075,131.166,44.553,0.067401605,,,,
87,14,94.546,66.892,128.708,13.038,0.019724421,,,,
88,12,78.713,70.304,94.667,11.402,0.017249413,,,,
89,41,106.417,93.289,136.85,41.072,0.062135405,,,,
90,23,84.172,56.885,126.701,23.485,0.035529071,,,,
91,12,67.978,56.046,92.667,11.18,0.016913562,,,,
92,12,81.115,54.819,105.933,11.18,0.016913562,,,,
93,10,105.201,100.899,110,9.434,0.014272142,,,,
94,21,83.548,69.577,96.711,20.248,0.030632004,,,,
95,25,112.531,64.81,145.299,24.691,0.037353557,,,,
96,10,92.258,79.564,105.053,9.849,0.014899971,,,,
97,19,117.298,83,153,18,0.027231138,,,,
98,16,81.905,54.48,130.333,17.653,0.026706182,,,,
99,19,93.273,82.654,108.733,18.444,0.027902839,,,,
100,20,80.497,65.142,101.867,19.849,0.030028381,,,,
101,17,103.693,59.693,127.663,16.279,0.024627539,,,,
102,14,94.776,49.645,135.411,13.416,0.020296275,,,,
103,15,96.218,82.938,107.493,14.602,0.022090504,,,,
104,12,90.686,62.566,115.693,11.045,0.016709329,,,,
105,25,84.67,55.019,108.983,24.878,0.037636458,,,,
106,30,62.032,38.157,105.027,29.184,0.044150752,,,,
107,13,80.487,53.667,101.667,12,0.018154092,,,,
