STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN,TOBS,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/5/2019,,68,48,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/6/2019,,73,48,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/7/2019,,59,47,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/8/2019,,61,43,43,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/9/2019,,48,42,42,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/10/2019,,45,35,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/11/2019,,61,39,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/12/2019,,59,35,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/13/2019,,59,42,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/14/2019,,65,41,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/15/2019,,67,47,50,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/16/2019,,77,50,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/17/2019,,82,54,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/18/2019,,57,45,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/19/2019,,61,46,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/20/2019,,52,38,40,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/21/2019,,58,40,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/22/2019,,53,46,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/23/2019,,74,46,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/24/2019,,65,51,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/25/2019,,73,52,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/26/2019,,75,51,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/27/2019,,74,57,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/28/2019,,70,51,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/29/2019,,60,51,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/30/2019,,71,54,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,5/31/2019,,77,56,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/1/2019,,87,56,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/2/2019,,73,48,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/3/2019,,73,50,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/4/2019,,72,51,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/5/2019,,78,59,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/6/2019,,82,61,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/7/2019,,83,57,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/8/2019,,84,58,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/9/2019,,83,63,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/10/2019,,80,51,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/11/2019,,76,51,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/12/2019,,68,56,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/13/2019,,67,45,50,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/14/2019,,69,50,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/15/2019,,77,57,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/16/2019,,78,52,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/17/2019,,62,54,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/18/2019,,72,58,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/19/2019,,74,56,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/20/2019,,76,57,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/21/2019,,72,59,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/22/2019,,71,54,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/23/2019,,76,63,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/24/2019,,70,64,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/25/2019,,73,57,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/26/2019,,82,59,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/27/2019,,82,62,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/28/2019,,81,64,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/29/2019,,81,65,77,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,6/30/2019,,88,73,78,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/1/2019,,83,67,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/2/2019,,84,68,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/3/2019,,86,68,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/4/2019,,83,69,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/5/2019,,87,68,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/6/2019,,84,68,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/7/2019,,78,61,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/8/2019,,81,61,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/9/2019,,82,64,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/10/2019,,83,66,73,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/11/2019,,79,65,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/12/2019,,80,59,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/13/2019,,85,65,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/14/2019,,85,68,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/15/2019,,89,72,74,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/16/2019,,89,67,69,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/17/2019,,86,68,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/18/2019,,83,68,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/19/2019,,88,68,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/20/2019,,92,67,82,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/21/2019,,82,60,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/22/2019,,79,61,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/23/2019,,75,58,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/24/2019,,79,60,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/25/2019,,83,60,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/26/2019,,81,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/27/2019,,85,68,72,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/28/2019,,88,64,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/29/2019,,83,66,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/30/2019,,80,56,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,7/31/2019,,74,54,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/1/2019,,76,57,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/2/2019,,80,59,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/3/2019,,82,62,78,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/4/2019,,85,64,75,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/5/2019,,85,68,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/6/2019,,85,65,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/7/2019,,83,64,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/8/2019,,85,60,61,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/9/2019,,77,54,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/10/2019,,77,57,70,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/11/2019,,73,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/12/2019,,78,65,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/13/2019,,75,63,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/14/2019,,83,62,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/15/2019,,72,55,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/16/2019,,77,57,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/17/2019,,79,59,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/18/2019,,80,62,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/19/2019,,79,55,55,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/20/2019,,80,55,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/21/2019,,84,62,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/22/2019,,76,54,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/23/2019,,74,54,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/24/2019,,75,52,63,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/25/2019,,74,57,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/26/2019,,70,60,62,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/27/2019,,72,57,58,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/28/2019,,75,52,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/29/2019,,73,52,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/30/2019,,80,50,52,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,8/31/2019,,73,51,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/1/2019,,69,49,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/2/2019,,76,59,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/3/2019,,80,63,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/4/2019,,79,53,53,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/5/2019,,68,47,49,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/6/2019,,74,49,65,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/7/2019,,72,55,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/8/2019,,70,56,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/9/2019,,59,56,56,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/10/2019,,72,56,68,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/11/2019,,82,67,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/12/2019,,80,60,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/13/2019,,68,59,59,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/14/2019,,64,48,57,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/15/2019,,76,57,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/16/2019,,81,58,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/17/2019,,83,60,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/18/2019,,81,66,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/19/2019,,78,66,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/20/2019,,78,62,64,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/21/2019,,82,63,71,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/22/2019,,75,65,66,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/23/2019,,75,50,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/24/2019,,74,51,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/25/2019,,81,60,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/26/2019,,70,47,47,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/27/2019,,70,47,60,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/28/2019,,69,51,51,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/29/2019,,64,50,54,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,9/30/2019,,67,54,67,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/1/2019,,33,23,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/2/2019,,39,31,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/3/2019,,37,24,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/4/2019,,47,30,39,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/5/2019,,42,22,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/6/2019,,33,22,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/7/2019,,30,4,4,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/8/2019,,23,-2,2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/9/2019,,30,2,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/10/2019,,41,27,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/11/2019,,32,14,16,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/12/2019,,20,3,3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/13/2019,,20,3,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/14/2019,,25,16,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/15/2019,,30,23,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/16/2019,,42,26,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/17/2019,,40,33,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/18/2019,,36,29,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/19/2019,,33,29,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/20/2019,,40,32,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/21/2019,,47,34,46,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/22/2019,,46,20,20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/23/2019,,32,18,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/24/2019,,41,22,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/25/2019,,40,30,36,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/26/2019,,47,30,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/27/2019,,39,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/28/2019,,32,24,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/29/2019,,31,26,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,11/30/2019,,33,31,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/1/2019,,34,31,31,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/2/2019,,32,15,15,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/3/2019,,29,15,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/4/2019,,38,23,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/5/2019,,38,16,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/6/2019,,40,19,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/7/2019,,31,18,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/8/2019,,37,29,35,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/9/2019,,40,24,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/10/2019,,33,-5,-5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/11/2019,,10,-5,3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/12/2019,,21,2,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/13/2019,,33,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/14/2019,,26,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/15/2019,,20,-4,-2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/16/2019,,17,-2,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/17/2019,,26,15,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/18/2019,,26,-3,-3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/19/2019,,16,-3,14,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/20/2019,,33,12,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/21/2019,,40,15,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/22/2019,,44,28,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/23/2019,,45,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/24/2019,,41,26,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/25/2019,,40,29,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/26/2019,,48,31,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/27/2019,,35,26,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/28/2019,,34,21,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/29/2019,,49,32,48,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/30/2019,,50,30,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,12/31/2019,,32,19,20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/1/2020,,28,9,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/2/2020,,38,28,34,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/3/2020,,40,27,30,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/4/2020,,33,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/5/2020,,32,23,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/6/2020,,40,22,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/7/2020,,39,22,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/8/2020,,30,2,2,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/9/2020,,30,2,28,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/10/2020,,44,23,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/11/2020,,27,12,12,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/12/2020,,21,9,11,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/13/2020,,25,11,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/14/2020,,33,23,33,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/15/2020,,33,10,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/16/2020,,,-7,-7,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/17/2020,,8,-7,3,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/18/2020,,26,,26,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/19/2020,,28,-3,5,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/20/2020,,11,5,9,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/21/2020,,22,-4,-1,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/22/2020,,27,-1,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/23/2020,,30,27,27,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/24/2020,,31,27,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/25/2020,,33,29,29,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/26/2020,,32,24,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/27/2020,,28,23,23,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/28/2020,,30,20,20,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/29/2020,,24,18,18,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/30/2020,,23,18,21,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,1/31/2020,,28,21,25,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/1/2020,,32,25,32,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/2/2020,,45,31,45,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/3/2020,,47,24,24,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/4/2020,,37,19,19,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/5/2020,,37,9,12,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/6/2020,,28,9,9,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/7/2020,,32,9,13,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/8/2020,,31,13,16,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/9/2020,,23,10,22,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/10/2020,,23,0,1,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/11/2020,,24,-1,17,,,,,,,
USC00211198,"CALEDONIA, MN US",43.6309,-91.5027,355.4,2/12/2020,,27,13,24,,,,,,,
