STATION,NAME,DATE,TAVG,TMAX,TMIN,TAVG.C,TMAX.C,TMIN.C
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/8/2021,68,78,61,20,25.55555556,16.11111111
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/9/2021,63,68,58,17.22222222,20,14.44444444
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/10/2021,58,60,49,14.44444444,15.55555556,9.444444444
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/11/2021,52,66,40,11.11111111,18.88888889,4.444444444
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/12/2021,47,59,35,8.333333333,15,1.666666667
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/13/2021,53,59,49,11.66666667,15,9.444444444
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/14/2021,49,52,38,9.444444444,11.11111111,3.333333333
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/15/2021,45,49,37,7.222222222,9.444444444,2.777777778
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/16/2021,44,62,33,6.666666667,16.66666667,0.555555556
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/17/2021,48,68,34,8.888888889,20,1.111111111
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/18/2021,59,77,49,15,25,9.444444444
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/19/2021,53,57,41,11.66666667,13.88888889,5
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/20/2021,44,47,31,6.666666667,8.333333333,-0.555555556
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/21/2021,36,46,25,2.222222222,7.777777778,-3.888888889
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/22/2021,36,48,27,2.222222222,8.888888889,-2.777777778
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/23/2021,35,50,23,1.666666667,10,-5
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/24/2021,39,48,32,3.888888889,8.888888889,0
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/25/2021,42,53,30,5.555555556,11.66666667,-1.111111111
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/26/2021,48,58,43,8.888888889,14.44444444,6.111111111
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/27/2021,50,52,46,10,11.11111111,7.777777778
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/28/2021,47,54,31,8.333333333,12.22222222,-0.555555556
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/29/2021,40,57,28,4.444444444,13.88888889,-2.222222222
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/30/2021,45,49,34,7.222222222,9.444444444,1.111111111
USW00014914,"FARGO HECTOR INTERNATIONAL AIRPORT, ND US",10/31/2021,36,46,29,2.222222222,7.777777778,-1.666666667
