STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,Month,DATE,TAVG,TMAX,TMIN,TOBS,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,5/31/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,6/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,7/31/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,8/31/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,9/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,10/31/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,11/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/1/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/2/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/3/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/4/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/5/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/6/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/7/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/8/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/9/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/10/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/11/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/12/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/13/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/14/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/15/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/16/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/17/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/18/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/19/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/20/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/21/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/22/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/23/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/24/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/25/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/26/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/27/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/28/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/29/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/30/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,12/31/2019,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/1/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/3/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/4/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/5/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/6/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/7/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/8/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/9/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/10/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/11/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/12/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/13/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/14/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/15/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/16/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/17/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/18/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/19/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/20/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/22/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/23/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/24/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/25/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/26/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/27/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/28/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/29/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/30/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,1/31/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/1/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/2/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/3/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/4/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/5/2020,,,,,,,,,,,
US1TXCLL008,"PLANO 2.4 WSW, TX US",33.028,-96.783,226.2,,2/6/2020,,,,,,,,,,,
