STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,Month,DATE,TAVG,TMAX,TMIN,TOBS,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/23/2020,,55,42,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/24/2020,,56,35,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/25/2020,,65,32,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/26/2020,,62,43,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/27/2020,,59,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/28/2020,,62,42,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/29/2020,,45,39,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/30/2020,,45,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jan,1/31/2020,,54,42,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/1/2020,,64,28,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/2/2020,,79,37,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/3/2020,,71,52,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/4/2020,,65,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/5/2020,,38,32,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/6/2020,,45,28,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/7/2020,,57,27,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/8/2020,,64,33,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/9/2020,,66,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/10/2020,,54,40,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/11/2020,,45,41,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/12/2020,,47,41,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/13/2020,,44,29,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/14/2020,,50,24,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/15/2020,,63,35,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/16/2020,,74,42,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/17/2020,,76,58,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/18/2020,,64,47,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/19/2020,,50,39,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/20/2020,,54,35,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/21/2020,,50,27,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/22/2020,,57,36,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/23/2020,,60,47,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/24/2020,,64,44,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/25/2020,,60,41,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/26/2020,,49,30,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/27/2020,,60,24,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/28/2020,,65,35,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Feb,2/29/2020,,75,36,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/1/2020,,74,58,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/2/2020,,71,56,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/3/2020,,65,51,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/4/2020,,59,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/5/2020,,72,39,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/6/2020,,66,37,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/7/2020,,63,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/8/2020,,67,44,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/9/2020,,72,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/10/2020,,77,46,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/11/2020,,86,61,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/12/2020,,84,66,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/13/2020,,73,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/14/2020,,70,52,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/15/2020,,55,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/16/2020,,66,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/17/2020,,64,58,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/18/2020,,80,62,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/19/2020,,80,60,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/20/2020,,66,41,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/21/2020,,57,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/22/2020,,60,51,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/23/2020,,65,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/24/2020,,83,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/25/2020,,86,53,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/26/2020,,84,66,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/27/2020,,81,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/28/2020,,75,51,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/29/2020,,71,46,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/30/2020,,65,53,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Mar,3/31/2020,,68,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/1/2020,,69,45,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/2/2020,,69,57,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/3/2020,,66,40,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/4/2020,,47,40,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/5/2020,,63,46,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/6/2020,,72,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/7/2020,,86,63,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/8/2020,,94,63,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/9/2020,,76,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/10/2020,,72,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/11/2020,,69,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/12/2020,,80,45,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/13/2020,,55,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/14/2020,,55,41,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/15/2020,,64,34,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/16/2020,,71,45,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/17/2020,,65,45,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/18/2020,,69,38,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/19/2020,,75,56,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/20/2020,,74,50,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/21/2020,,82,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/22/2020,,85,64,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/23/2020,,82,57,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/24/2020,,89,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/25/2020,,77,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/26/2020,,81,48,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/27/2020,,82,60,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/28/2020,,88,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/29/2020,,79,56,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Apr,4/30/2020,,81,48,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/1/2020,,86,56,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/2/2020,,87,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/3/2020,,89,69,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/4/2020,,91,70,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/5/2020,,79,56,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/6/2020,,79,49,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/7/2020,,83,51,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/8/2020,,74,54,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/9/2020,,73,48,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/10/2020,,77,49,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/11/2020,,79,53,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/12/2020,,76,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/13/2020,,83,66,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/14/2020,,87,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/15/2020,,85,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/16/2020,,69,64,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/17/2020,,84,63,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/18/2020,,86,60,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/19/2020,,87,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/20/2020,,76,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/21/2020,,85,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/22/2020,,90,72,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/23/2020,,89,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/24/2020,,86,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/25/2020,,69,64,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/26/2020,,72,61,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/27/2020,,86,58,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/28/2020,,84,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/29/2020,,87,62,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/30/2020,,86,62,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,May,5/31/2020,,86,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/1/2020,,86,64,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/2/2020,,88,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/3/2020,,92,71,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/4/2020,,95,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/5/2020,,95,74,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/6/2020,,96,72,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/7/2020,,94,71,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/8/2020,,97,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/9/2020,,99,72,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/10/2020,,89,63,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/11/2020,,92,57,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/12/2020,,90,59,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/13/2020,,92,63,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/14/2020,,92,65,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/15/2020,,94,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/16/2020,,93,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/17/2020,,93,72,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/18/2020,,93,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/19/2020,,93,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/20/2020,,90,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/21/2020,,86,69,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/22/2020,,90,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/23/2020,,79,71,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/24/2020,,91,68,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/25/2020,,88,71,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/26/2020,,91,74,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/27/2020,,93,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/28/2020,,90,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/29/2020,,92,78,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jun,6/30/2020,,93,80,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/1/2020,,93,79,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/2/2020,,94,77,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/3/2020,,98,74,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/4/2020,,92,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/5/2020,,94,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/6/2020,,88,73,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/7/2020,,88,72,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/8/2020,,93,74,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/9/2020,,93,78,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/10/2020,,94,77,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/11/2020,,98,77,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/12/2020,,99,77,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/13/2020,,100,79,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/14/2020,,96,78,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/15/2020,,96,79,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/16/2020,,97,79,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/17/2020,,98,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/18/2020,,93,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/19/2020,,95,75,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/20/2020,,97,75,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/21/2020,,93,75,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/22/2020,,93,75,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/23/2020,,96,77,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/24/2020,,96,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/25/2020,,92,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/26/2020,,92,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/27/2020,,91,74,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/28/2020,,82,75,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/29/2020,,94,76,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/30/2020,,97,70,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Jul,7/31/2020,,91,70,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Aug,8/1/2020,,91,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Aug,8/2/2020,,94,67,,,,,,,,
USW00053914,"MCKINNEY MUNICIPAL AIRPORT, TX US",33.18286,-96.58988,173.3,Aug,8/3/2020,,92,69,,,,,,,,
