 ,Area,Mean,Min,Max,Length,Length (mm),,,
15,957,154.212,99.174,185.881,956.554,1.426602358,,Conversion,670.512
17,742,153.868,98.618,179.294,741.235,1.105476114,,,
5,703,170.627,105.28,188.655,702.588,1.04783807,,,
40,699,189.026,137.369,216.286,699.035,1.042539134,,,
35,680,172.613,110.141,193.433,679.998,1.014147398,,,
32,660,173.382,126.925,188.989,660.337,0.984825029,,Column1,
39,655,185.692,127.667,213.68,654.222,0.975705133,,,
19,629,161.319,125.189,179.172,629.792,0.939270289,,Mean,0.924533118
22,630,181.517,106.253,200.139,629.495,0.938827344,,Standard Error,0.035775697
14,600,154.901,116.54,173.979,599.43,0.893988474,,Median,0.893247996
37,598,174.298,109.465,191.693,598.437,0.892507517,,Mode,#N/A
13,593,167.783,124.236,196.931,592.767,0.884051292,,Standard Deviation,0.159993782
6,586,178.747,146.053,198.942,585.879,0.873778545,,Sample Variance,0.02559801
28,573,188.332,135.25,213.415,572.416,0.853699859,,Kurtosis,4.062739308
3,541,186.246,154.999,214.492,541.127,0.807035519,,Skewness,1.614003228
11,522,179.857,101,195.707,521.813,0.778230666,,Range,0.684909442
25,515,158.075,126.872,186.865,515.104,0.768224879,,Minimum,0.741692915
26,514,201.291,128.108,218.343,513.161,0.765327093,,Maximum,1.426602358
24,508,166.401,102.042,184.634,507.507,0.756894731,,Sum,18.49066236
12,498,178.03,103.641,194.446,497.314,0.741692915,,Count,20
36,476,166.14,115.524,183.258,475.967,0.70985605,,,0
31,470,177.316,119.055,200.599,470.09,0.701091106,,,
23,470,163.969,108.327,186.068,470.028,0.70099864,,,
33,456,177.634,109.434,205.191,455.775,0.67974175,,,
4,451,162.529,49.463,183.751,450.401,0.671726979,,,
2,440,170.747,135.811,192.058,439.266,0.655120266,,,
30,438,166.361,134.835,187.145,438.287,0.653660188,,,
27,426,194.606,122.374,216.437,426.141,0.635545673,,,
9,418,188.625,153.641,212.136,418.973,0.624855334,,,
18,409,163.261,122.077,198.932,408.822,0.609716157,,,
38,399,179.014,128.828,194.05,399.225,0.595403214,,,
1,388,179.966,151.477,198.842,387.363,0.577712256,,,
8,384,197.38,141.814,215.705,384.028,0.572738445,,,
29,376,173.556,138.617,196.722,375.876,0.560580571,,,
16,361,157.903,108.481,172.336,360.12,0.53708211,,,
7,357,157.914,89.994,185.73,356.753,0.532060575,,,
34,346,171.15,131.605,196.502,346.007,0.516034016,,,
21,344,197.473,159.333,214.004,343.857,0.512827511,,,
10,342,179.067,130.503,196.586,341.675,0.509573281,,,
20,315,170.162,112.442,198.388,315.162,0.470031856,,,
