 ,Area,Mean,Min,Max,Length,Length (mm),,,
27,875,182.883,98.333,212.6,874.931,1.299793057,,Conversion,673.131
25,755,158.393,94.777,177.192,754.698,1.121175522,,,
23,693,149.67,108.694,168.768,693.164,1.029760923,,,
26,659,159.302,98.514,179.219,658.666,0.978510869,,,
11,643,186.217,139.492,199.823,642.887,0.955069667,,,
30,616,181.666,109.858,197.984,615.784,0.914805588,,Column1,
21,611,179.039,133.051,198.133,611.373,0.908252628,,,
24,599,149.128,83.333,171.665,598.631,0.889323178,,Mean,0.831030884
32,568,174.618,129,193.088,567.796,0.843514858,,Standard Error,0.041199897
15,562,171.402,99.602,191.621,561.803,0.834611688,,Median,0.800926566
19,517,166.769,143.699,175.195,516.454,0.767241443,,Mode,#N/A
20,510,192.127,99.668,215.472,509.446,0.756830394,,Standard Deviation,0.184251539
16,504,171.319,100.667,185.242,503.245,0.74761822,,Sample Variance,0.03394863
4,490,185.201,128.702,198.662,489.706,0.72750475,,Kurtosis,0.64290793
28,452,194.155,161.354,209.065,452.035,0.671540904,,Skewness,0.894762777
8,446,166.645,95,187.577,446.147,0.662793721,,Range,0.700380758
12,439,180.285,117.546,198.805,439.227,0.652513404,,Minimum,0.599412299
22,437,179.111,133.382,196.181,437.044,0.64927035,,Maximum,1.299793057
5,412,157.275,101.917,175.221,411.333,0.611074219,,Sum,16.62061768
29,404,184.432,112.333,201.301,403.483,0.599412299,,Count,20
34,400,154.652,85.775,172.153,399.594,0.59363482,,,0
40,391,181.521,88.333,203.321,390.43,0.580020828,,,
2,380,170.499,130.523,195.573,380.34,0.565031175,,,
17,375,198.687,146,213.415,374.319,0.556086408,,,
6,358,173.248,125.895,187.163,357.152,0.5305832,,,
39,355,162.313,130.714,174.986,354.518,0.526670143,,,
3,351,167.623,142.516,184.653,350.598,0.520846611,,,
38,350,170.092,104.627,198.993,350.002,0.519961196,,,
18,339,163.752,128.225,185.817,338.848,0.50339087,,,
14,336,180.331,124.269,199.077,335.255,0.498053128,,,
13,327,165.639,136.333,182.283,326.539,0.485104682,,,
10,303,191.311,145.431,214.588,302.64,0.449600449,,,
31,301,169.675,88.971,194.424,301.315,0.447632036,,,
9,286,178.16,131.148,196.453,285.756,0.424517664,,,
35,285,153.182,100.164,173.65,284.973,0.423354444,,,
37,269,144.281,83.966,166.641,268.999,0.39962355,,,
7,246,158.093,99.333,175.674,246.358,0.365988195,,,
36,242,166.406,131.881,177.49,241.625,0.358956875,,,
1,230,186.555,112.055,206.052,229.412,0.340813304,,,
33,181,157.858,104.953,174.348,180.899,0.268742637,,,
