 ,Area,Mean,Min,Max,Length,Length (mm),,,
22,887,166.729,64.667,191.806,886.89,1.311722963,,Conversion,676.126
28,870,180.563,110.782,207.591,869.429,1.285897895,,,
35,814,148.207,76.392,166.382,813.427,1.203070138,,,
3,771,177.641,100.862,227.311,771.189,1.140599533,,,
10,700,172.418,127.974,193.124,699.8,1.035014184,,Column1,
15,699,164.747,111.193,199.474,698.967,1.033782165,,,
27,680,166.497,102.462,204.76,679.193,1.004536137,,Mean,0.995610434
4,673,178.877,130.667,204.335,672.451,0.994564623,,Standard Error,0.030415494
37,651,151.775,61.541,170.623,650.289,0.961786708,,Median,0.936735904
39,649,183.47,91.333,205.839,648.386,0.958972144,,Mode,#N/A
23,618,147.84,108.333,163.511,618.317,0.914499664,,Standard Deviation,0.136022226
12,617,154.456,107.793,166.35,616.783,0.912230856,,Sample Variance,0.018502046
5,616,169.658,87.731,195.184,615.929,0.910967778,,Kurtosis,0.781935924
13,615,166.475,99.34,190.167,615.308,0.91004931,,Skewness,1.345933296
31,613,168.363,64.708,192.556,612.206,0.905461408,,Range,0.452528079
34,610,149.243,80.092,177.175,609.435,0.90136306,,Minimum,0.859194884
29,608,161.93,38.906,193.005,607.781,0.89891677,,Maximum,1.311722963
33,604,158.16,97.066,176.456,604.267,0.893719514,,Sum,19.91220867
26,593,143.809,99.291,169.258,592.191,0.875858938,,Count,20
2,581,186.703,136.498,212.319,580.924,0.859194884,,,0
36,579,152.762,85.682,169.386,578.552,0.855686662,,,
24,579,147.396,85,176.654,578.293,0.855303597,,,
11,561,167.909,119.194,187.335,561.184,0.829999142,,,
1,561,171.411,67.347,207.528,560.67,0.829238929,,,
19,555,175.148,75.626,194.986,554.157,0.819606109,,,
9,550,190.592,119.487,220.557,549.651,0.812941671,,,
21,544,167.213,99.249,201.261,544.492,0.805311436,,,
20,543,154.351,82.974,176.591,542.869,0.802910996,,,
7,530,157.949,101.974,180.366,529.508,0.783149886,,,
40,517,166.348,103.657,190.419,516.198,0.763464206,,,
14,516,169.487,115.548,192.461,515.671,0.762684766,,,
38,505,165.138,96.586,182.832,504.56,0.746251438,,,
8,502,159.535,62.513,189.077,501.994,0.742456288,,,
6,491,160.352,100.038,178.528,491.035,0.72624777,,,
25,479,146.261,87.92,166.03,478.644,0.707921305,,,
30,479,186.589,144.28,205.724,478.461,0.707650645,,,
32,456,134.454,77.82,159.991,455.81,0.674149493,,,
17,439,153.362,77.563,170.595,438.262,0.64819575,,,
18,428,152.933,108.252,167.722,427.871,0.632827313,,,
16,424,159.602,58.966,172.966,423.323,0.626100756,,,
