 ,Area,Mean,Min,Max,Length,Length (mm),,,
32,160,157.553,73.449,180.883,159.144,0.238836254,,Conversion,666.331
31,146,156.074,69.546,180.261,145.621,0.218541536,,,
9,97,134.747,64,158.456,98.755,0.148207122,,,
17,98,135.806,82.972,160.029,97.098,0.14572037,,Column1,
1,97,133.73,92.899,169.767,96.826,0.145312165,,,
34,91,145.977,75.063,162.539,90.66,0.136058505,,Mean,0.129493825
16,87,125.521,83.203,155.994,87.613,0.131485703,,Standard Error,0.008416369
13,85,133.924,68.991,158.613,84.11,0.126228556,,Median,0.116270292
18,80,134.282,45.709,165.423,79.825,0.119797818,,Mode,#N/A
6,78,111.384,85.305,136.333,77.518,0.116335575,,Standard Deviation,0.037639146
38,78,129.089,78.778,162.371,77.431,0.116205009,,Sample Variance,0.001416705
27,77,98.09,43.667,130.237,76.378,0.114624714,,Kurtosis,4.04225792
35,75,143.928,90.667,165.968,74.424,0.111692237,,Skewness,2.04746914
4,74,123.213,71.168,148.941,73.877,0.110871324,,Range,0.143248626
14,72,127.456,109.607,149.322,71.914,0.10792534,,Minimum,0.095587628
11,71,132.038,87.044,159.407,70.581,0.105924833,,Maximum,0.238836254
19,70,133.485,88.991,158.259,69.843,0.104817275,,Sum,2.589876503
25,66,121.241,67.8,149.87,65.549,0.098373031,,Count,20
22,65,128.782,44.667,152.716,64.855,0.097331506,,,0
8,64,129.342,112.308,161.956,63.693,0.095587628,,,
23,62,111.475,67.527,131.508,61.301,0.091997821,,,
36,61,106.125,66.197,131.226,60.826,0.091284962,,,
29,61,131.297,62.582,154.032,60.605,0.090953295,,,
15,60,104.854,48.678,123.633,59.403,0.089149387,,,
2,59,90.104,40.667,125.719,58.707,0.088104861,,,
33,59,150.805,73.786,180.002,58.168,0.087295954,,,
10,58,123.525,76.705,157.786,57.858,0.086830719,,,
37,58,107.076,67.665,139.715,57.704,0.086599603,,,
20,58,128.736,61.53,176.41,57.306,0.086002302,,,
26,54,101.32,43.552,125.331,56.163,0.084286938,,,
5,56,109.988,69.556,143.012,55.979,0.084010799,,,
28,55,99.496,60.577,136.311,54.452,0.081719146,,,
24,55,121.677,83.531,141.527,54.366,0.081590081,,,
12,53,122.638,85.484,146.35,52.356,0.078573562,,,
21,52,110.022,63.234,144.894,51.908,0.077901223,,,
39,51,106.939,68.229,136,50.578,0.075905218,,,
3,48,112.006,54.695,143.311,47.925,0.071923714,,,
7,47,93.402,44.191,121.8,46.577,0.069900695,,,
30,45,98.21,67.502,127.495,44.181,0.066304885,,,
40,44,95.822,67.415,122.786,43.796,0.065727094,,,
