 ,Area,Mean,Min,Max,Length,Length (mm),,,
32,1028,152.25,76.688,181.244,1027.683,1.542067308,,Conversion,666.432
1,925,121.321,68.149,168.179,925.084,1.388114616,,,
26,878,141.875,71.667,176.29,877.629,1.316907051,,,
28,824,163.894,61.186,191.75,823.623,1.235869526,,Column1,
39,819,143.896,50.205,175.298,818.569,1.228285857,,,
21,781,137.694,65.663,169.38,780.534,1.171213267,,Mean,1.160549088
4,777,165.812,87.008,190.515,776.576,1.165274177,,Standard Error,0.02903433
31,776,130.232,53.667,162.691,775.41,1.163524561,,Median,1.122861747
5,774,130.748,56.382,160.913,773.302,1.160361447,,Mode,#N/A
25,755,134.818,97.678,170.562,754.938,1.132805748,,Standard Deviation,0.129845472
17,742,145.82,92.872,167.617,741.684,1.112917747,,Sample Variance,0.016859847
37,736,154.491,43.346,187.775,735.736,1.103992605,,Kurtosis,2.936601616
38,728,158.282,40.677,182.185,727.786,1.092063406,,Skewness,1.679431216
27,724,161.975,92.981,180.438,723.592,1.085770191,,Range,0.502733962
34,716,122.12,76.284,170.695,715.604,1.073783972,,Minimum,1.039333345
33,708,153.509,63.633,178.738,708.027,1.06241447,,Maximum,1.542067308
36,699,124.978,72.143,156.006,698.427,1.048009399,,Sum,23.21098177
9,696,146.996,38.333,189.614,696.222,1.044700735,,Count,20
35,695,136.955,62.526,160.98,695.47,1.043572337,,,0
30,693,143.55,58.95,169.649,692.645,1.039333345,,,
29,670,139.192,49.269,182.686,670.104,1.005509939,,,
40,670,124.033,72.178,160.821,669.155,1.004085938,,,
8,669,130.492,66.269,162.813,668.199,1.002651433,,,
23,668,134.452,99.246,158.829,668.084,1.002478873,,,
24,666,116.334,61.839,137.885,665.447,0.99852198,,,
7,660,153.787,55.71,173.142,659.666,0.989847426,,,
10,630,141.564,86.841,177.227,629.144,0.944048305,,,
22,628,128.229,65.344,157.74,627.938,0.942238668,,,
3,625,112.006,68.311,148.478,624.571,0.93718639,,,
6,618,138.414,80.723,175.711,617.899,0.927174866,,,
2,603,132.645,66.257,164.457,602.089,0.903451515,,,
13,572,124.528,56.748,155.373,571.61,0.857716916,,,
16,560,130.726,64.2,156.381,559.098,0.838942308,,,
14,558,140.271,94.17,175.152,557.621,0.836726028,,,
19,551,138.613,74.24,160.155,550.502,0.826043767,,,
12,551,154.042,83.02,187.89,550.249,0.825664134,,,
20,539,153.22,92.684,170.326,538.822,0.808517598,,,
15,506,134.211,64.281,152.351,505.848,0.759039182,,,
18,498,136.889,48.444,164.192,497.28,0.746182656,,,
11,496,137.204,65.165,169.687,495.924,0.74414794,,,
