 ,Area,Mean,Min,Max,Length,Length (mm),,,
31,283,160.681,120.901,180.629,282.321,0.427719559,,Conversion,660.061
38,256,155.291,134.78,167.546,255.952,0.387770221,,,
2,245,180.02,146.963,190.124,244.179,0.369933991,,,
35,234,153.446,111.128,170.066,235.021,0.356059516,,,
9,234,157.357,126.611,166.732,233.582,0.353879414,,Column1,
15,233,155.43,125.333,169.001,232.803,0.35269922,,,
10,229,156.392,105,175.418,228.213,0.345745317,,Mean,0.320656121
30,216,163.348,108.388,176.781,215.988,0.327224302,,Standard Error,0.009700946
40,213,182.943,134.333,200.764,213.431,0.323350418,,Median,0.309996349
37,210,158.631,125.667,169.367,210.722,0.319246251,,Mode,#N/A
39,198,160.369,137.698,176.187,198.511,0.300746446,,Standard Deviation,0.043383949
16,193,163.496,120.791,176.571,192.51,0.291654862,,Sample Variance,0.001882167
26,190,186.362,133.477,202.053,190.94,0.289276294,,Kurtosis,0.17376332
13,189,163.529,130.653,172.696,189.822,0.287582511,,Skewness,0.907436233
8,188,145.638,96.863,164.392,187.87,0.284625209,,Range,0.155197777
7,187,157.395,105,169.34,186.415,0.282420867,,Minimum,0.272521782
3,186,163.013,118.361,176.077,185.757,0.28142399,,Maximum,0.427719559
28,185,153.168,114.57,164.548,184.763,0.279918068,,Sum,6.413122424
24,183,165.431,108.667,181.129,184.371,0.279324184,,Count,20
21,180,167.083,141.361,182.719,179.881,0.272521782,,,0
4,179,178.759,121.209,190.397,179.021,0.271218872,,,
19,178,180.978,143.116,193.948,177.525,0.268952415,,,
22,177,166.63,111.821,183.722,176.607,0.267561634,,,
18,175,152.507,114.609,163.629,175.296,0.265575454,,,
1,174,161.275,65.564,182.871,174.187,0.263895307,,,
17,173,169.861,126.667,183.413,172.535,0.261392508,,,
5,172,158.048,113.667,174.69,171.458,0.25976084,,,
20,171,195.189,157,209.757,170.481,0.258280674,,,
12,170,171.237,130.039,189.647,170.338,0.258064027,,,
33,170,161.382,127,181.504,169.999,0.257550439,,,
6,170,149.256,104.996,173.013,169.109,0.256202078,,,
27,166,160.653,126,176.335,166.46,0.252188813,,,
25,166,169.591,128.667,182.528,165.707,0.251048009,,,
14,166,152.872,101,167.221,165.569,0.250838938,,,
23,165,176.628,132.166,190.622,165.28,0.250401099,,,
34,164,146.445,104.526,168.933,163.756,0.248092222,,,
11,162,173.755,141.37,187.197,162.847,0.246715076,,,
32,161,168.151,114,185.135,161.028,0.24395927,,,
36,152,141.225,124.333,151.951,152.497,0.231034707,,,
29,145,160.108,101.118,171.873,144.609,0.219084297,,,
