 ,Area,Mean,Min,Max,Length,Length (mm),,,
1,245,177.292,140.821,192.513,244.483,0.357211424,,Conversion,684.421
5,204,162.603,130.482,179.155,203.506,0.29734038,,,
18,200,172.468,140.333,187.534,199.768,0.291878829,,,
36,185,163.105,97.497,175.592,184.673,0.26982369,,,
28,179,198.82,157.735,214.806,178.938,0.261444345,,Column1,
14,178,176.157,135.339,188.397,177.146,0.258826073,,,
29,176,194.8,150.433,207.537,175.487,0.256402127,,Mean,0.252561947
34,173,176.259,102.339,197.687,172.885,0.252600373,,Standard Error,0.007306366
33,170,169.573,104.667,187.077,170.515,0.249137592,,Median,0.244310885
3,170,161.929,105.831,180.747,169.451,0.247582994,,Mode,#N/A
38,165,166.222,121.566,177.305,164.972,0.241038776,,Standard Deviation,0.032675062
24,165,149.246,123.831,159.13,164.316,0.240080301,,Sample Variance,0.00106766
8,163,163.055,124.846,181.879,162.501,0.237428425,,Kurtosis,4.728892859
23,163,177.219,134.534,190.767,162.391,0.237267705,,Skewness,1.944970224
13,163,174.065,139.568,186.347,162.224,0.237023703,,Range,0.137836215
15,155,157.362,118.015,178.808,154.141,0.225213721,,Minimum,0.219375209
30,154,185.665,130.333,200.607,153.56,0.224364828,,Maximum,0.357211424
21,154,159.74,116.175,180.924,153.451,0.224205569,,Sum,5.05123893
39,153,194.372,167.333,207.351,152.621,0.222992866,,Count,20
2,151,158.549,115.682,180.889,150.145,0.219375209,,,0
25,143,163.847,114.442,186.83,142.414,0.20807953,,,
26,133,167.849,136.785,180.692,132.591,0.193727253,,,
37,128,152.098,116.215,169.688,127.942,0.18693465,,,
11,125,194.197,158.354,208.696,124.893,0.182479789,,,
22,125,158.503,107.102,177.621,124.769,0.182298614,,,
12,125,168.523,111.289,183.932,124.581,0.18202393,,,
35,124,164.861,125.393,181.218,124.061,0.181264163,,,
27,123,200.906,124.627,215.876,122.462,0.178927882,,,
31,122,166.967,90.368,191.044,121.815,0.177982558,,,
40,118,181.658,148.895,210.922,117.789,0.172100213,,,
10,117,193.581,141.874,216.065,116.628,0.170403889,,,
6,116,176.055,154.507,199.137,115.644,0.168966177,,,
32,114,168.755,118.187,201.413,113.954,0.166496937,,,
20,108,163.503,126,181.255,108.668,0.15877362,,,
9,107,192.697,141.307,214.834,106.468,0.155559225,,,
7,107,186.351,157.463,207.692,106.039,0.154932417,,,
4,102,173.089,128.987,189.294,102.016,0.149054456,,,
17,99,149.686,123.715,172.54,98.313,0.143644044,,,
16,82,149.018,110.942,180.798,82.351,0.120322141,,,
19,79,159.739,126.431,176.002,78.936,0.115332522,,,
