 ,Area,Mean,Min,Max,Length,Length (mm),,,
26,1069,151.152,118.654,182.175,1068.633,1.578117039,,Conversion,677.157
37,881,151.38,57.877,181.597,880.151,1.299773908,,,
24,825,137.612,61.934,159.917,825,1.218328984,,,
36,813,149.22,97.929,175.651,813.221,1.2009342,,,
4,772,162.47,70.684,192.655,771.763,1.139710584,,Column1,
14,763,139.48,73.938,164.966,763.371,1.127317594,,,
35,762,146.017,84.922,177.001,761.493,1.124544234,,Mean,1.118636151
32,753,127.827,31.993,161.49,752.579,1.111380374,,Standard Error,0.02973279
23,752,143.549,87.708,195.041,752.045,1.110591783,,Median,1.096778147
15,746,129.643,85.78,156.159,746.735,1.102750175,,Mode,#N/A
2,737,157.769,107.612,196.111,738.647,1.09080612,,Standard Deviation,0.132969079
6,719,144.804,94.333,167.526,718.342,1.06082046,,Sample Variance,0.017680776
21,712,150.721,103.667,175.415,711.5,1.050716451,,Kurtosis,7.199895883
22,705,141.204,76.308,168.412,704.513,1.040398312,,Skewness,2.425325464
28,699,126.626,81.119,153.019,698.593,1.031655879,,Range,0.568751412
18,698,137.521,76.744,160.793,697.115,1.029473224,,Minimum,1.009365627
25,692,140.671,72.315,163.291,691.115,1.02061265,,Maximum,1.578117039
33,688,136.769,51.816,161.238,687.295,1.014971417,,Sum,22.37272302
30,685,138.731,85.87,166.591,684.236,1.010454001,,Count,20
7,684,150.556,98.333,170.238,683.499,1.009365627,,,0
27,670,148.761,97.89,170.386,671.005,0.990914958,,,
13,665,131.411,98.622,153.303,664.564,0.981403131,,,
17,657,133.556,79.675,160.85,656.935,0.970136911,,,
16,654,135.666,77.533,165.306,654.027,0.965842486,,,
9,643,141.327,84.852,160.961,643.053,0.949636495,,,
3,636,158.672,76.747,187.277,635.18,0.938009945,,,
5,620,139.045,81.854,166.658,619.671,0.915106836,,,
20,615,145.354,90.201,162.407,614.899,0.908059726,,,
8,614,151.562,95.21,166.472,613.261,0.905640789,,,
19,610,133.988,90.39,159.46,609.529,0.900129512,,,
11,609,130.607,81.528,170.924,608.3,0.898314571,,,
10,604,153.032,91.498,168.287,603.866,0.891766607,,,
29,602,138.176,66.16,183.016,602.705,0.890052085,,,
34,598,143.217,62.404,171.6,597.18,0.881892973,,,
31,596,135.954,56.328,185.772,595.569,0.879513909,,,
12,583,144.647,95.094,169.245,582.129,0.859666222,,,
1,540,157.483,91.407,172.65,539.603,0.796865424,,,
40,489,155.185,79.907,177.264,488.491,0.721385144,,,
38,484,152.993,123.02,176.708,483.457,0.713951122,,,
39,480,133.712,63.165,160.183,479.562,0.708199133,,,
