 ,Area,Mean,Min,Max,Length,Length (mm),,,
1,19,118.839,98.201,139.333,18.028,0.02670708,,Conversion,675.027
2,13,128.42,112.253,137.553,12.166,0.018022983,,,
3,14,130.49,118.449,142.662,13.153,0.019485147,,,
4,13,142.205,136.333,152.333,12,0.017777067,,,
5,22,116.419,87.056,161.72,21.26,0.031495036,,Column1,
6,18,142.881,129.026,156.86,17.071,0.025289359,,,
7,29,113.937,102.878,138.333,28.423,0.042106464,,Mean,0.026185754
8,18,115.935,109.032,121.333,17,0.025184178,,Standard Error,0.002309828
9,14,126.504,114.652,136.653,13.038,0.019314783,,Median,0.025289359
10,19,122.038,114.143,127.903,18.974,0.028108505,,Mode,#N/A
11,24,111.006,99.967,118,23.324,0.034552692,,Standard Deviation,0.007660834
,,,,,,,,Sample Variance,5.86884E-05
,,,,,,,,Kurtosis,0.285344542
,,,,,,,,Skewness,0.818978595
,,,,,,,,Range,0.024329397
,,,,,,,,Minimum,0.017777067
,,,,,,,,Maximum,0.042106464
,,,,,,,,Sum,0.288043293
,,,,,,,,Count,11
,,,,,,,,,0
