 ,Area,Mean,Min,Max,Length,Length (mm),,,
12,1066,191.608,143.378,218.949,1066.215,1.530497555,,Conversion,696.646
23,1029,174.887,95.333,212.67,1028.482,1.476333748,,,
21,884,167.092,138.098,191.029,884.145,1.269145305,,,
15,862,167.403,122.498,195.998,862.06,1.237443407,,,
9,843,169.633,114.67,212.822,842.237,1.208988496,,Column1,
5,821,159.928,102.605,188.382,820.591,1.177916761,,,
37,783,159.904,123.226,208.897,782.855,1.123748647,,Mean,1.097537343
14,773,166.601,112.465,192.433,773.195,1.109882207,,Standard Error,0.039660384
1,770,191.116,139.464,214.626,770.065,1.105389251,,Median,1.048394737
2,742,195.6,156.002,218.789,741.373,1.06420334,,Mode,#N/A
20,720,170.418,122.07,199.44,719.347,1.032586134,,Standard Deviation,0.177366631
19,710,164.035,108.732,186.126,709.403,1.018312026,,Sample Variance,0.031458922
18,709,192.977,140.938,219.667,708.326,1.016766048,,Kurtosis,1.016758299
4,696,177.718,116.766,199.88,696.21,0.999374144,,Skewness,1.192706464
10,662,178.194,104,210.796,661.734,0.949885595,,Range,0.629085648
40,659,162.347,116.767,209.75,658.548,0.945312253,,Minimum,0.901411908
22,654,173.137,124.904,193.829,653.893,0.938630237,,Maximum,1.530497555
34,649,159.989,119.702,194.046,649.785,0.932733411,,Sum,21.95074686
39,636,195.11,136.581,228.611,635.471,0.91218639,,Count,20
8,628,165.068,121.333,211.045,627.965,0.901411908,,,0
6,623,163.507,127.776,192.743,622.856,0.894078198,,,
11,620,188.206,106.64,214.456,619.97,0.889935491,,,
35,602,196.742,151.242,228.41,601.642,0.863626576,,,
17,596,201.336,146.333,225.91,596.014,0.855547868,,,
28,589,178.317,126.079,202.356,588.986,0.84545953,,,
24,579,170.343,126.587,192.795,578.643,0.830612678,,,
16,567,171.915,120.469,200.525,566.627,0.81336432,,,
32,565,175.577,128.686,216.671,564.816,0.810764721,,,
7,564,163.432,134.411,198.525,564.206,0.809889097,,,
3,553,185.404,113.443,207.001,553.08,0.793918288,,,
25,547,165.366,111.269,198.997,546.761,0.784847684,,,
38,533,163.964,110.162,195.923,532.547,0.764444208,,,
31,527,184.007,125.177,228.522,528.178,0.75817273,,,
13,509,191.854,115.887,210.642,509.168,0.73088484,,,
33,498,162.411,121.434,199.754,497.871,0.714668569,,,
26,489,174.448,119.615,205.956,488.12,0.700671503,,,
30,479,184.201,113.934,203.325,478.724,0.687184022,,,
27,475,177.41,125.231,197.351,474.771,0.681509691,,,
29,462,177.812,137.446,198.171,461.827,0.662929235,,,
36,460,171.788,103.181,210.53,459.266,0.65925305,,,
