 ,Area,Mean,Min,Max,Length,Length (mm),,,
32,820,165.909,117.96,186.313,820.885,1.242725781,,Conversion,660.552
39,810,177.637,120.737,199.23,809.955,1.226179014,,,
28,798,166.67,116.67,192.336,797.939,1.207988167,,,
29,773,161.751,90.977,177.468,773.142,1.170448352,,,
19,765,160.236,106.219,180.283,764.739,1.157727174,,Column1,
24,754,162.584,110.064,181.846,753.756,1.141100171,,,
21,736,161.14,90.335,181.152,736.322,1.114707093,,Mean,0.972326478
34,679,158.89,95.875,180.374,678.574,1.027283242,,Standard Error,0.036987487
31,594,171.721,113.276,192.484,593.712,0.898811903,,Median,0.883656396
30,588,173.399,95.329,190.145,588.051,0.890241798,,Mode,#N/A
26,580,176.285,126.214,188.918,579.351,0.877070995,,Standard Deviation,0.165413071
8,568,159.922,101.605,185.595,567.934,0.859786966,,Sample Variance,0.027361484
23,567,159.142,91.863,187.205,567.212,0.858693941,,Kurtosis,-1.547557052
18,563,180.197,129.253,195.786,562.341,0.851319805,,Skewness,0.556034567
22,556,161.422,60.999,183.969,555.199,0.840507636,,Range,0.44746515
27,548,158.534,107.28,173.935,547.395,0.828693275,,Minimum,0.795260631
13,547,151.684,107.445,172.97,546.979,0.828063498,,Maximum,1.242725781
38,546,181.979,142.762,199.412,545.513,0.825844142,,Sum,19.44652957
7,532,153.171,105.453,169.614,531.134,0.804075985,,Count,20
17,526,184.875,150.504,193.082,525.311,0.795260631,,,0
37,524,177.759,130.113,191.539,523.33,0.792261624,,,
40,523,155.084,91.394,170.758,522.592,0.791144376,,,
25,520,176.957,140.874,188.934,520.076,0.787335441,,,
14,511,158.938,80.551,183.616,510.179,0.772352517,,,
35,506,157.408,97.056,171.333,505.512,0.765287214,,,
2,493,155.581,124.792,174.181,492.747,0.745962468,,,
33,488,162.168,112.344,177.508,487.764,0.738418777,,,
1,488,156.307,112.83,180.393,487.657,0.738256791,,,
3,485,164.498,116.47,182.861,484.567,0.733578886,,,
10,479,150.57,78.869,168.781,478.62,0.724575809,,,
36,477,167.151,113.333,185.205,476.642,0.721581344,,,
15,477,140.782,67.041,166.011,476.57,0.721472344,,,
12,474,158.972,102.68,173.415,473.161,0.716311509,,,
16,474,180.408,122.385,192.392,473.077,0.716184343,,,
11,464,147.819,98.333,160.583,464.01,0.702457944,,,
5,452,154.218,95.812,175.356,451.291,0.683202836,,,
9,447,155.076,83.333,175.588,447.24,0.677070087,,,
20,446,184.048,145,193.291,445.991,0.675179244,,,
6,444,152.526,91.333,167.317,444.942,0.673591178,,,
4,386,165.167,63,184.035,385.791,0.584043346,,,
