 ,Area,Mean,Min,Max,Length,Length (mm),,,
21,1303,195.718,144.619,220.417,1302.673,1.946705461,,Conversion,669.168
34,1131,171.621,121.333,201.521,1130.837,1.689914939,,,
24,1042,172.48,102.11,197.548,1041.408,1.556272864,,,
8,1035,164.913,102.305,189.517,1034.969,1.546650467,,,
16,1024,169.11,122.667,183.889,1023.372,1.529319991,,,
14,1023,165.139,124.037,183.653,1022.675,1.528278399,,Column1,
29,1018,179.79,138.202,208.709,1017.842,1.521055998,,,
26,973,166.34,100,197.03,973.232,1.454391125,,Mean,1.406680161
18,953,176.352,101.535,196.57,953.342,1.424667647,,Standard Error,0.043342072
32,933,181.993,153.051,209.251,932.345,1.393289876,,Median,1.360378111
30,889,164.561,126.104,184.308,888.298,1.327466346,,Mode,#N/A
38,866,177.678,71.707,208.216,865.194,1.29293989,,Standard Deviation,0.193831639
9,865,176.2,123.642,207.102,864.475,1.291865421,,Sample Variance,0.037570704
23,863,168.664,99.333,199.155,862.805,1.289369785,,Kurtosis,1.669725707
36,849,185.292,142.185,206.174,848.446,1.267911795,,Skewness,1.169932682
25,839,166.415,108.108,201.364,838.485,1.253026146,,Range,0.777435562
40,829,184.701,141.886,208.027,828.338,1.23786254,,Minimum,1.169269899
39,818,194.544,142.944,225.316,817.453,1.221596072,,Maximum,1.946705461
27,798,171.526,114.506,199.895,797.48,1.191748559,,Sum,28.13360322
33,783,177.041,142.333,193.093,782.438,1.169269899,,Count,20
17,782,170.704,148.333,196.508,782.013,1.168634782,,,0
12,772,167.654,105.036,191.401,771.443,1.152839048,,,
28,757,185.678,132.509,203.388,756.738,1.130863998,,,
35,722,175.299,113.92,208.775,721.972,1.07890993,,,
37,713,171.193,108.641,196.284,712.574,1.064865624,,,
22,708,159.079,119.281,177.232,707.662,1.057525166,,,
5,701,167.913,116.08,185.872,700.759,1.04720937,,,
31,685,187.328,140.401,211.651,684.855,1.023442544,,,
19,672,187.014,146.72,210.773,671.17,1.002991775,,,
6,670,163.559,114.333,179.939,669.477,1.000461767,,,
15,662,161.354,119.874,176.461,661.326,0.98828097,,,
20,644,168.074,134.615,181.709,643.823,0.962124608,,,
7,620,152.34,120.192,189.095,619.629,0.925969263,,,
10,592,175.687,110.789,199.806,593.104,0.886330488,,,
2,575,181.347,128.299,197.063,574.853,0.859056321,,,
11,557,170.179,135.338,186.283,556.877,0.832193111,,,
3,552,171.171,124.12,194.02,552.649,0.825874818,,,
4,550,174.461,104.161,209.342,549.152,0.820648925,,,
13,546,166.451,121.667,185.703,545.864,0.815735361,,,
1,532,162.535,121.297,181.635,532.022,0.795049973,,,
