 ,Area,Mean,Min,Max,Length,Length (mm),,,
36,878,162.512,93.81,186.732,877.277,1.274915493,,Conversion,688.106
31,868,142.119,114.206,160.425,867.411,1.260577585,,,
4,867,143.682,108.367,175.31,866.772,1.259648949,,,
17,835,181.78,115.44,201.157,834.565,1.212843661,,,
12,822,189.909,151.08,211.016,822.028,1.194624084,,,
22,817,193.377,151.022,214.39,816.288,1.186282346,,Column1,
9,809,149.162,116.458,168.456,808.244,1.174592287,,,
38,797,151.236,102.26,180.69,796.168,1.157042665,,Mean,1.090514543
15,784,170.317,102,208.691,783.458,1.138571674,,Standard Error,0.027829796
20,759,163.856,94.657,184.723,759.152,1.103248627,,Median,1.095972859
26,750,168.694,101.334,191.865,749.139,1.08869709,,Mode,#N/A
39,738,158.303,64.067,178.233,737.437,1.071690989,,Standard Deviation,0.124458632
6,723,143.532,80.883,164.827,722.318,1.049719084,,Sample Variance,0.015489951
34,696,145.094,60.746,166.971,695.653,1.010967787,,Kurtosis,-1.280851148
16,665,163.388,81.524,189.769,664.425,0.965585244,,Skewness,-0.114691155
32,665,146.328,106.775,163.393,664.324,0.965438464,,Range,0.394572929
13,658,166.64,117.647,190.561,657.491,0.955508308,,Minimum,0.880342564
14,649,168.346,140.919,196.956,648.426,0.942334466,,Maximum,1.274915493
35,632,146.987,75.387,160.015,631.447,0.917659489,,Sum,21.81029086
19,606,150.585,89.8,174.724,605.769,0.880342564,,Count,20
33,600,140.046,54.72,173.202,599.143,0.870713233,,,0
37,596,148.971,36.667,173.717,595.289,0.865112352,,,
2,586,165.808,115.342,175.478,585.106,0.85031376,,,
30,577,149.17,75.606,177.168,576.108,0.837237286,,,
40,569,157.156,92.943,180.362,568.561,0.826269499,,,
25,567,157.111,96.487,180.893,566.422,0.823160966,,,
1,556,151.998,95.354,169.837,556.247,0.808374001,,,
27,553,175.969,136.491,197.488,552.961,0.803598573,,,
21,548,190.703,133.645,216.544,547.934,0.796293013,,,
18,528,160.898,116.12,194.129,528.675,0.768304593,,,
24,520,171.367,101.523,198.926,519.627,0.755155456,,,
8,513,159.437,79.348,191.145,513.301,0.745962105,,,
3,507,144.879,114.444,158.338,506.547,0.736146756,,,
28,506,181.385,107.061,200.936,506.211,0.73565846,,,
11,497,160.969,125.93,185.701,496.704,0.721842274,,,
23,485,166.383,106.635,184.56,484.714,0.704417633,,,
10,479,161.383,94.008,188.298,478.925,0.696004685,,,
29,466,169.8,102.741,197.944,465.869,0.677030864,,,
7,450,150.799,92.065,172.828,450.012,0.65398645,,,
5,450,145.753,120.58,171.122,449.949,0.653894894,,,
