 ,Area,Mean,Min,Max,Length,Length (mm),,,
18,189,177.615,80.129,204.631,188.914,0.277363582,,Conversion,681.106
23,162,164.098,81.333,189.02,161.578,0.23722886,,,
26,160,150.486,97.559,169.169,159.482,0.234151512,,,
33,156,164.93,94.818,187.773,155.755,0.22867953,,,
17,146,148.355,45.496,188.525,145.254,0.213261959,,Column1,
7,139,151.512,87.55,186.574,138.372,0.203157805,,,
21,132,159.827,87.936,181.59,131.87,0.193611567,,Mean,0.196989822
25,130,144.886,81.969,176.04,129.41,0.189999794,,Standard Error,0.006190582
38,128,171.948,96.322,186.367,127.537,0.187249855,,Median,0.186261757
27,128,133.118,63.955,157.47,127.23,0.186799118,,Mode,#N/A
15,127,119.848,71.881,151.981,126.498,0.185724395,,Standard Deviation,0.027685123
16,126,139.141,83.035,173.158,125.908,0.184858157,,Sample Variance,0.000766466
20,125,135.538,47.333,172.541,124.554,0.182870214,,Kurtosis,2.478659503
34,124,139.672,83.102,157.8,123.693,0.181606094,,Skewness,1.644395305
36,124,136.04,79,155.667,123.356,0.18111131,,Range,0.106021677
1,122,131.186,63.432,170.73,121.672,0.178638861,,Minimum,0.171341906
29,119,141.26,100.402,165.191,119.029,0.174758408,,Maximum,0.277363582
39,119,152.71,92.23,178.36,118.401,0.173836378,,Sum,3.939796449
22,118,171.172,99.481,194.517,118.204,0.173547142,,Count,20
3,117,166.523,112.078,181.987,116.702,0.171341906,,,0
28,116,150.793,80.897,170.564,115.866,0.17011449,,,
32,115,164.02,84.641,178.443,114.259,0.167755092,,,
12,111,139.655,82.905,165.928,110.966,0.162920309,,,
37,107,146.665,49.708,165.578,106.81,0.156818469,,,
30,105,184.875,112.939,199.129,105.502,0.154898063,,,
24,105,151.2,74.424,168.363,104.554,0.153506209,,,
35,105,137.724,62.15,168.005,104.384,0.153256615,,,
40,104,162.708,107.537,179.648,103.85,0.152472596,,,
11,104,159.273,98.826,178.528,103.713,0.152271453,,,
31,104,126.19,61.333,158.576,103.536,0.152011581,,,
19,104,144.866,97.533,173.666,103.136,0.151424301,,,
2,102,174.046,95.903,190.214,101.651,0.149244024,,,
13,102,137.653,91.275,161.992,101.366,0.148825587,,,
5,99,143.928,79.375,162.25,98.559,0.144704349,,,
6,99,134.474,69.794,174.144,98.13,0.144074491,,,
14,98,125.064,74.046,162.037,97.202,0.142712001,,,
8,96,123.416,53,166.18,95.292,0.139907738,,,
4,96,152.231,91.333,187.681,95.174,0.139734491,,,
10,95,147.297,68.026,165.905,94.259,0.138391087,,,
9,90,172.342,108.046,190.505,89.568,0.13150376,,,
