 ,Area,Mean,Min,Max,Length,Length (mm),,,
6,945,159.489,93.428,180.49,944.611,1.411464015,,Conversion,669.242
38,853,152.768,73.082,178.285,852.951,1.274503095,,,
12,826,169.996,72.55,200.772,826.776,1.235391682,,,
22,813,177.319,87.461,205.095,813.113,1.214976048,,Column1,
32,807,155.714,95.621,192.826,806.769,1.205496666,,,
16,770,165.014,43.498,201.298,769.402,1.149661856,,Mean,1.001106252
11,732,188.012,137.333,211.377,732.749,1.094893925,,Standard Error,0.043367249
37,719,143.085,77.114,177.219,719.271,1.074754723,,Median,0.918111087
21,701,162.258,128.621,185.218,702.318,1.049423079,,Mode,#N/A
30,617,174.489,95.476,200.499,616.838,0.921696486,,Standard Deviation,0.193944236
31,611,148.014,85.286,176.544,612.039,0.914525687,,Sample Variance,0.037614366
24,591,173.858,68.166,199.41,591.029,0.883131961,,Kurtosis,-0.897191751
15,589,162.937,91.03,183.5,588.247,0.878975019,,Skewness,0.576246216
34,580,170.392,90.667,197.861,579.581,0.866026041,,Range,0.632515592
5,579,164.725,115.515,196.239,579.247,0.865526969,,Minimum,0.778948422
2,555,151.25,71.667,178.605,554.559,0.828637473,,Maximum,1.411464015
13,537,168.716,45.765,189.708,536.597,0.801798154,,Sum,20.02212503
14,527,186.177,76,212.044,526.771,0.787115871,,Count,20
27,526,181.863,101.439,196.818,525.474,0.785177858,,,0
35,522,168.436,86.263,182.212,521.305,0.778948422,,,
1,507,168.701,88.333,184.539,506.183,0.756352709,,,
33,504,162.172,71.005,180.184,503.872,0.752899549,,,
18,504,157.67,88,178.73,503.731,0.752688863,,,
19,492,155.713,83.908,183.006,491.703,0.734716291,,,
39,492,154.44,97.874,174.463,491.572,0.734520547,,,
26,490,175.477,88.232,189.599,489.497,0.731420024,,,
17,489,164.938,102.464,190.453,488.973,0.730637049,,,
20,489,160.074,70.367,178.481,488.429,0.729824189,,,
36,471,142.501,65.207,168.267,470.433,0.702934066,,,
8,454,157.581,70.017,181.471,453.85,0.678155286,,,
28,451,162.958,55.561,181.618,450.942,0.673810072,,,
9,442,154.433,97.759,170.286,441.616,0.659874903,,,
7,437,164.606,82.263,198.787,436.902,0.652831113,,,
4,423,156.21,88.687,182.01,423.071,0.632164449,,,
29,417,162.827,70.561,181.914,416.732,0.622692539,,,
40,411,160.819,64.555,177.86,410.571,0.613486601,,,
25,402,180.054,95.994,200.418,401.134,0.599385574,,,
23,396,183.394,102.157,205.837,395.413,0.590837096,,,
3,321,146.908,71.264,184.713,320.91,0.479512643,,,
10,299,168.507,103.388,194.111,299.413,0.447391228,,,
