 ,Area,Mean,Min,Max,Length,Length (mm),,,
26,920,147.481,115.769,167.135,919.714,1.370098141,,Conversion,671.276
29,899,160.146,111.614,191.019,898.576,1.338608858,,,
11,884,153.889,94.925,170.438,884.01,1.316909885,,,
24,842,151.387,113.313,165.016,842.073,1.254436327,,Column1,
17,822,157.625,61.321,177.631,821.293,1.223480357,,,
16,813,145.876,65.667,164.13,812.248,1.210006018,,Mean,1.115564537
36,810,152.408,107.968,167.14,809.521,1.205943606,,Standard Error,0.032150725
18,791,154.105,92.224,173.654,790.86,1.17814431,,Median,1.094870068
13,774,145.615,115.869,166.196,773.98,1.152998171,,Mode,#N/A
12,737,144.975,79.333,156.94,736.988,1.09789118,,Standard Deviation,0.143782414
25,733,150.579,107.358,165.146,732.932,1.091848956,,Sample Variance,0.020673383
6,733,150.715,100.824,164.855,732.329,1.090950667,,Kurtosis,-1.082186836
19,707,159.643,121.727,177.953,706.905,1.053076529,,Skewness,0.202917706
33,700,155.15,93.129,170.028,700.001,1.042791639,,Range,0.46297946
40,658,169.059,124.227,186.878,657.687,0.979756464,,Minimum,0.907118681
21,648,166.571,125.406,194.559,647.193,0.96412355,,Maximum,1.370098141
39,645,152.199,92.472,174.537,644.66,0.960350139,,Sum,22.31129074
27,638,146.186,104.698,162.246,639.862,0.953202558,,Count,20
5,618,143.5,95.029,163.456,617.275,0.919554699,,,0
3,609,170.071,103.333,187.73,608.927,0.907118681,,,
34,608,154.185,91.667,174.251,607.563,0.90508673,,,
15,607,144.429,91.735,167.627,606.151,0.902983274,,,
2,598,165.076,91.948,177.683,597.84,0.890602375,,,
31,581,177.565,111.667,186.935,580.602,0.864922923,,,
9,571,150.757,116.894,169.574,571.069,0.850721611,,,
14,564,137.022,83.667,155.564,563.685,0.839721664,,,
10,555,158.805,99.516,174.581,554.968,0.826735948,,,
28,552,149.682,108.474,160.536,551.72,0.821897401,,,
23,545,170.522,137.483,184.714,545.032,0.811934286,,,
35,527,153.374,100.201,175.191,526.523,0.784361425,,,
20,526,144.548,116.403,163.168,525.512,0.782855338,,,
30,509,157.109,126.536,171.301,509.037,0.758312527,,,
7,486,154.122,124.473,167.736,485.508,0.723261371,,,
37,479,144.772,105.114,164.073,478.617,0.712995847,,,
4,449,145.97,94.984,158.251,448.953,0.66880538,,,
22,445,161.245,108.577,182.539,444.998,0.662913615,,,
8,443,154.114,111.587,175.518,442.208,0.658757352,,,
1,431,170.27,123.667,185.856,430.551,0.641391916,,,
32,407,158.307,126.71,173.057,406.382,0.605387352,,,
38,330,139.239,84.667,154.458,329.929,0.491495301,,,
