 ,Area,Mean,Min,Max,Length,Length (mm),,,
6,777,160.457,66.738,188.648,776.961,1.140635529,,Conversion,681.165
32,648,139.154,62.009,165.226,647.335,0.950335088,,,
38,643,158.398,53,188.621,642.738,0.943586356,,,
15,642,139.365,68.276,160.553,641.815,0.942231324,,,
17,631,130.925,60,171.209,630.524,0.925655311,,,
16,626,147.9,78.169,171.973,625.627,0.918466157,,Column1,
1,619,161.367,83.842,193.141,618.795,0.908436282,,,
12,614,148.144,84.714,180.622,613.571,0.900767068,,Mean,0.861195672
36,585,144.689,88.333,164.329,584.89,0.858661264,,Standard Error,0.021664268
33,581,130.779,91.667,153.387,580.209,0.851789214,,Median,0.846723628
18,574,146.262,34.998,184.453,573.308,0.841658042,,Mode,#N/A
37,567,139.352,84.207,157.742,566.42,0.831545954,,Standard Deviation,0.096885551
10,555,140.398,83.704,175.607,554.083,0.813434337,,Sample Variance,0.00938681
19,549,139.457,108.065,162.525,548.385,0.805069256,,Kurtosis,2.330695648
7,548,152.779,79.161,176.638,548.005,0.804511389,,Skewness,1.087456899
4,538,139.902,61.599,176.424,537.082,0.788475626,,Range,0.418668017
25,532,137.459,57.333,157.976,531.248,0.779910888,,Minimum,0.721967512
34,525,136.099,46.164,160.303,524.995,0.770731027,,Maximum,1.140635529
35,495,140.868,77.361,166.362,494.557,0.726045819,,Sum,17.22391344
39,492,134.364,65.083,165.204,491.779,0.721967512,,Count,20
9,492,134.409,55.064,179.499,491.655,0.72178547,,,0
3,488,141.316,55.586,173.539,487.88,0.716243495,,,
31,484,133.973,68.992,176.556,483.908,0.710412308,,,
40,484,151.211,66.049,190.641,483.147,0.709295105,,,
26,457,138.471,57.327,168.916,456.822,0.670648081,,,
8,453,157.282,74.807,198.018,452.2,0.663862647,,,
5,446,133.564,60.21,156.212,445.391,0.653866537,,,
2,446,144.616,80.895,173.646,445.119,0.653467222,,,
14,433,126.332,76.928,168.298,432.63,0.635132457,,,
13,370,155.628,59.99,184.005,369.949,0.543112168,,,
11,364,136.317,34.493,169.384,363.891,0.534218581,,,
20,358,137.76,83.561,159.794,357.414,0.524709872,,,
23,343,141.438,73.085,170.069,342.313,0.5025405,,,
28,334,112.292,45.077,151.921,333.507,0.489612649,,,
30,328,150.193,79.191,172.485,328.863,0.482794918,,,
27,324,125.98,89.484,150.086,323.808,0.475373808,,,
24,323,149.215,91.126,172.965,322.373,0.473267123,,,
21,296,130.987,82.739,150.539,295.284,0.433498492,,,
29,262,123.533,56.173,153.589,261.291,0.383594283,,,
22,209,129.058,63.636,157.04,208.505,0.306100578,,,
