 ,Area,Mean,Min,Max,Length,Length (mm),,,
5,145,131.221,44.333,154.917,144.803,0.21233637,,Conversion,681.951
4,127,112.11,70.315,139.469,126.46,0.185438543,,,
17,125,136.557,88.7,149.163,124.79,0.182989687,,,
37,115,145.317,66.429,166.333,114.803,0.16834494,,,
8,112,118.946,74.772,156.971,112.89,0.165539753,,,
26,107,132.957,61,148.501,107.219,0.157223906,,Column1,
6,107,116.396,79.544,148.506,106.656,0.156398334,,,
7,94,121.441,43.071,175.593,93.366,0.13691013,,Mean,0.137677707
13,86,123.508,54,147.427,85.898,0.125959196,,Standard Error,0.006978863
39,84,121.433,68.126,164.18,83.809,0.122895927,,Median,0.121495533
40,82,136.91,31.333,172.468,81.899,0.120095139,,Mode,#N/A
21,80,135.844,101.333,160.776,79.852,0.117093457,,Standard Deviation,0.031210423
31,80,128.656,54.463,169.298,79.694,0.116861769,,Sample Variance,0.00097409
1,80,89.558,56.935,120.979,79.49,0.116562627,,Kurtosis,-0.029319524
28,78,148.057,53.672,179.996,77.792,0.114072712,,Skewness,1.023152915
32,78,111.729,58.156,147.199,77.372,0.113456832,,Range,0.107988697
38,78,125.611,98.568,161.074,77.264,0.113298463,,Minimum,0.104347673
27,77,136.966,73.258,168.01,76.418,0.112057904,,Maximum,0.21233637
9,76,63.308,25.813,150.993,76.154,0.11167078,,Sum,2.753554141
29,72,115.609,44.844,176.901,71.16,0.104347673,,Count,20
34,71,118.193,78.562,149.848,70.941,0.104026536,,,0
25,70,103.363,65.667,136.224,69.203,0.101477965,,,
3,68,96.385,41.786,130.739,67.158,0.098479216,,,
33,65,129.943,77.137,159.416,65.011,0.095330896,,,
36,65,110.167,79.529,135.283,65.005,0.095322098,,,
35,65,125.791,80.759,148.238,64.916,0.09519159,,,
10,64,115.402,42.956,146.751,63.876,0.093666554,,,
18,64,85.797,47.667,119.648,63.695,0.093401139,,,
2,62,98.339,62.961,134.885,61.185,0.089720522,,,
15,61,113.468,60.735,137.9,60.213,0.0882952,,,
30,55,104.724,70.836,139.789,54.579,0.080033609,,,
24,54,107.391,55.333,142.333,53.857,0.078974882,,,
12,51,96.643,64.974,112.723,51.056,0.074867549,,,
23,50,139.239,81.846,158.001,49.82,0.073055102,,,
16,48,127.53,86.225,147.75,47.763,0.070038756,,,
22,48,96.449,65.99,124.502,47.61,0.0698144,,,
14,47,110.743,58.599,134.625,46.043,0.067516581,,,
19,45,104.965,68.735,140.172,44.954,0.065919692,,,
20,44,91.308,40.473,136.227,43.454,0.063720121,,,
11,42,121.739,65.333,142.346,41.049,0.060193474,,,
