 ,Area,Mean,Min,Max,Length,Length (mm),,,,
42,213,121.875,52.008,255,212.694,0.308179372,,,,
43,188,134.39,48.601,169.703,188.268,0.272787733,,,,
44,15,98.853,77,125.517,14.866,0.021539839,,,,
45,325,138.944,66.217,255,324.907,0.4707685,,,,
46,41,120.893,69.083,255,40.11,0.058116706,,,,
47,215,161.459,88.675,180.164,214.82,0.311259804,,,,
48,272,159.393,61.777,255,271.653,0.393607017,,,,
49,26,70.488,51.762,134.333,25.275,0.036621784,,,,
50,36,78.58,45.099,138.321,36.006,0.052170284,,,,
51,127,142.279,90.853,159.587,126.604,0.183440723,,,,
52,93,127.254,83.309,167.67,92.261,0.133680015,,,,
53,263,136.744,79.79,255,262.99,0.38105491,,,,
54,337,154.204,62.551,255,337.054,0.48836869,,,,
55,85,153.413,86.257,255,84.718,0.122750713,,,,
56,45,124.031,75.252,255,44.287,0.064168899,,,,
57,18,106.518,87.032,120.742,17.117,0.024801387,,,,
58,130,146.717,68.871,255,129.343,0.187409351,,,,
59,359,150.955,84.891,180.462,358.282,0.519126641,,,,
60,165,141.7,91.016,168.727,164.751,0.238713174,,,,
61,164,131.901,47.912,150.926,163.687,0.237171509,,,,
62,129,158.922,54.609,255,128.874,0.186729802,,,,
63,14,76.984,45.208,120,13.038,0.018891189,,,,
64,135,141.602,32.028,165.033,134.582,0.195000312,,,,
65,487,165.29,97.58,179.19,486.803,0.705344969,,,,
66,122,155.279,101.399,255,121.89,0.176610453,,,,
67,103,150.348,108.356,165.108,102.294,0.14821716,,,,
68,78,110.147,40.144,129.109,77.269,0.11195761,,,,
69,13,74.542,41.45,108.667,12.369,0.017921853,,,,
70,8,96.355,72.397,115.874,7.071,0.010245406,,,,
71,59,126.758,105.065,145.246,59.282,0.085895651,,,,
72,11,113.227,99.387,136,10,0.014489331,,,,
73,15,85.435,54.613,109.832,14.866,0.021539839,,,,
74,13,90.231,56.382,124.13,12.649,0.018327555,,,,
75,18,92.228,53.225,126,17.511,0.025372267,,,,
76,159,119.54,57.963,164.979,158.181,0.229193683,,,,
77,475,149.1,71.494,170.933,475.016,0.688266395,,,,
78,55,146.887,104.683,235.338,55.011,0.079707258,,,,
79,76,144.46,88.821,169.522,75.885,0.109952287,,,,
80,298,131.129,92.933,153.19,297.522,0.431089467,,,,
81,93,124.294,77.335,144.917,92.792,0.134449398,,,,
82,168,122.243,55.388,148.463,167.792,0.243119379,,,,
83,15,79.347,49.775,98.616,14.866,0.021539839,,,,
84,35,86.325,44.667,119.408,34.015,0.049285459,,,,
85,21,85.154,58.01,105.872,20.248,0.029337997,,,,
86,29,139.576,32.639,255,28.608,0.041451077,,,,
87,22,78.687,60,85.246,21.378,0.030975291,,,,
88,566,149.93,78.328,255,565.038,0.818702249,,,,
89,636,151.306,93.724,255,635.595,0.92093462,,,,
90,447,152.458,96.221,255,446.751,0.647312302,,,,
91,223,165.393,67.663,255,222.403,0.322247063,,,,
92,354,180.452,95.85,255,353.801,0.512633972,,,,
93,75,103.778,56.7,136.585,74.988,0.108652594,,,,
94,479,132.488,71.478,255,478.597,0.693455024,,,,
95,520,149.49,56.475,255,519.711,0.753026459,,,,
96,203,110.258,79.09,144.275,202.613,0.293572678,,,,
97,89,134.217,84.974,158.957,89.031,0.128999961,,,,
98,451,143.148,76.608,174.84,454.609,0.658698018,,,,
99,80,115.991,49.841,145.295,79.482,0.115164099,,,,
100,36,101.303,54.993,126.11,35.339,0.051203846,,,,
101,89,125.247,53,156.225,88.644,0.128439224,,,,
102,144,129.995,80.875,155.615,143.633,0.208114605,,,,
103,88,127.097,62.934,255,87.948,0.127430766,,,,
104,11,102.189,65.059,137.244,10.63,0.015402159,,,,
105,63,106.112,64.118,139.988,62.556,0.090639458,,,,
106,344,174.552,112.527,200.002,343.066,0.497079675,,,,
107,149,166.267,101.075,194.531,148.138,0.214642048,,,,
108,364,158.485,76.091,184.778,363.601,0.526833516,,,,
109,15,70.331,39.272,110.667,14.866,0.021539839,,,,
110,15,74.577,37.926,125.333,14.56,0.021096466,,,,
111,214,145.779,81.342,255,213.663,0.309583388,,,,
112,101,98.653,56.235,144.08,100.553,0.145694568,,,,
113,140,113.099,69.153,144.594,140.303,0.203289658,,,,
114,116,135.495,71.355,161.087,115.901,0.167932793,,,,
115,320,180.245,112.047,201.721,320.006,0.463667279,,,,
116,56,131.41,73.132,155.326,55.479,0.080385358,,,,
117,98,157.745,92.749,180.526,97.563,0.141362258,,,,
118,448,177.172,84.988,255,447.736,0.648739501,,,,
119,362,195.057,163.245,255,361.694,0.524070401,,,,
120,114,174.349,84.929,196.673,114.062,0.165268205,,,,
121,53,134.38,71.203,255,52.932,0.076694926,,,,
122,29,124.79,93.856,142.208,28.284,0.040981623,,,,
123,100,132.08,79.7,161.624,99.955,0.144828106,,,,
124,218,167.823,100.316,190.357,217.971,0.315825392,,,,
125,67,135.265,92.333,165.285,66.047,0.095697683,,,,
126,386,160.278,83.235,255,385.345,0.558339117,,,,
127,373,153.997,116.171,255,372.214,0.539313177,,,,
128,233,154.696,111.834,255,232.455,0.336811739,,,,
129,20,133.149,78.027,162.06,19.313,0.027983245,,,,
130,342,174.165,59.311,255,341.203,0.494380313,,,,
131,201,153.94,79.83,255,200.327,0.290260417,,,,
132,24,103.463,93.877,124.159,23.087,0.033451518,,,,
133,77,118.959,80.99,150.022,76.627,0.111027395,,,,
134,185,163.561,110.662,185.203,184.518,0.267354234,,,,
135,270,167.458,96.762,194.543,269.258,0.390136823,,,,
136,99,117.986,87.983,148.047,98.655,0.142944493,,,,
137,297,127.49,61.294,146.985,296.494,0.429599964,,,,
138,520,173.252,125.341,217.467,519.382,0.75254976,,,,
139,418,164.772,125.341,192.205,418.019,0.605681556,,,,
140,98,135.956,77.914,158.222,97.64,0.141473826,,,,
141,364,150.585,104.686,255,363.629,0.526874086,,,,
142,173,138.53,71.332,255,172.891,0.250507489,,,,
143,11,76.9,54.296,99.118,10.63,0.015402159,,,,
144,122,138.226,95.093,168.55,121.652,0.176265607,,,,
145,129,143.967,84.333,255,128.783,0.186597949,,,,
146,78,131.361,98.44,151.779,77.813,0.11274583,,,,
147,450,178.534,117.185,255,449.408,0.651162117,,,,
148,357,192.619,103.7,255,356.451,0.516473645,,,,
149,677,150.772,65.677,255,676.275,0.979877217,,,,
150,32,125.994,90.346,174.483,32.203,0.046659992,,,,
151,18,110.67,68.389,132.527,17,0.024631862,,,,
152,11,104.76,85.093,115.8,10,0.014489331,,,,
153,13,78.368,44.016,134.869,12.166,0.01762772,,,,
