 ,Area,Mean,Min,Max,Length,Length (mm),,,
16,849,168.348,115.747,194.589,848.705,1.24016401,,Conversion,684.349
13,782,169.427,102.496,195.032,782.149,1.142909539,,,
8,672,156.634,91.43,183.418,671.701,0.981518202,,,
9,624,167.7,135.95,196.149,626.252,0.915106181,,Column1,
32,613,154.937,71.128,178.807,612.705,0.895310726,,,
23,600,170.143,68.236,188.267,599.585,0.876139221,,Mean,0.855928627
26,588,165.709,84.879,193.191,588.393,0.859784993,,Standard Error,0.030007324
20,587,173.746,137.262,200.658,587.488,0.858462568,,Median,0.831677989
15,576,153.118,82.922,179.145,576.193,0.841957831,,Mode,#N/A
21,571,159.114,83.833,175.592,570.697,0.833926841,,Standard Deviation,0.134196833
29,568,178.52,80.333,209.49,567.619,0.829429136,,Sample Variance,0.01800879
11,556,173.974,145.631,196.713,555.356,0.811509917,,Kurtosis,3.139556291
34,543,141.466,75.924,164.037,542.892,0.793296987,,Skewness,1.75887132
33,535,163.792,100.965,182.249,534.847,0.78154129,,Range,0.518858068
12,526,158.253,109,180.857,525.728,0.768216217,,Minimum,0.721305942
2,515,156.994,114.17,176.866,514.496,0.751803539,,Maximum,1.24016401
22,514,158.115,106.266,178.065,514.163,0.751316945,,Sum,17.11857254
4,502,153.638,101.359,183.748,502.063,0.733635908,,Count,20
19,501,164.215,111.662,195.48,500.421,0.731236547,,,0
3,494,147.19,90.957,171.096,493.625,0.721305942,,,
31,485,146.219,51.542,180.808,485.241,0.709054883,,,
17,477,159.36,95.563,183.046,476.819,0.696748297,,,
7,462,164.111,104.313,195.325,461.447,0.674286073,,,
35,460,148.954,76.667,169.244,459.644,0.671651453,,,
1,459,155.037,87.34,185.066,458.751,0.670346563,,,
18,459,162.75,102.477,188.371,458.27,0.669643705,,,
28,452,168.746,120.624,189.158,451.965,0.66043057,,,
5,449,155.353,115.793,172.827,448.15,0.654855929,,,
30,442,201.615,113.333,212.758,441.126,0.64459216,,,
39,441,149.118,98,165.372,441.013,0.644427039,,,
24,424,141.664,108.192,156.488,424.06,0.619654591,,,
14,424,156.563,81.667,186.919,423.183,0.618373082,,,
38,423,157.494,89.721,176.218,422.52,0.617404278,,,
10,412,168.188,101.333,189.415,413.358,0.604016372,,,
6,401,140.752,98.333,163.517,401.623,0.586868688,,,
25,400,140.621,71.887,175.73,400.013,0.584516088,,,
27,389,190.81,164.39,208.548,388.789,0.568115099,,,
40,350,175.244,139.818,185.878,349.959,0.511375044,,,
36,349,142.569,106.934,163.16,349.237,0.510320027,,,
37,335,146.654,43.667,160.188,334.651,0.48900634,,,
