 ,Area,Mean,Min,Max,Length,Length (mm),,,
16,244,160.191,55.907,179.92,245.915,0.363400596,,Conversion,676.705
13,181,149.027,80.227,161.559,181.008,0.267484354,,,
7,145,131.515,62.311,149.606,144.836,0.214031225,,,
22,145,148.55,62.807,183.098,144.61,0.213697254,,,
26,134,126.316,57.237,163.649,133.502,0.19728242,,,
17,132,119.837,76.05,159.458,131.434,0.194226435,,Column1,
15,126,158.991,64.846,177.614,126.279,0.18660864,,,
20,125,165.368,69.218,195.271,124.713,0.184294486,,Mean,0.184797807
4,119,114.182,58.01,152.726,118.224,0.174705374,,Standard Error,0.011694637
19,118,136.765,88.273,184.796,117.963,0.174319681,,Median,0.172676425
21,116,141.489,25.187,182.62,115.739,0.171033168,,Mode,#N/A
8,109,147.616,56.556,176.207,108.346,0.160108171,,Standard Deviation,0.052300005
14,107,140.677,64.052,179.615,106.589,0.157511767,,Sample Variance,0.002735291
3,105,131.49,79.186,153.998,105.25,0.155533061,,Kurtosis,6.893316695
23,104,138.92,85.373,171.018,104.976,0.155128158,,Skewness,2.417632395
11,100,152.798,87.796,178.399,99.561,0.147126148,,Range,0.220075217
6,100,131.997,62.967,158.449,99.427,0.14692813,,Minimum,0.143325378
29,99,126.908,65.882,165.029,98.188,0.145097199,,Maximum,0.363400596
9,98,148.74,97.232,170.979,97.523,0.144114496,,Sum,3.69595614
30,97,138.828,85.75,183.46,96.989,0.143325378,,Count,20
2,97,80.375,44.148,157.63,96.368,0.142407696,,,0
18,96,144.734,48.183,178.144,95.385,0.140955069,,,
1,93,155.078,100.691,188.667,92.911,0.137299119,,,
5,91,136.192,109.43,152.16,91.04,0.134534251,,,
24,89,133.437,93.421,149.797,88.933,0.131420634,,,
12,88,133.625,72.47,157.812,87.843,0.129809888,,,
25,87,111.29,69.953,142.716,86.903,0.128420804,,,
10,83,153.564,82.89,187.413,82.438,0.121822655,,,
32,80,134.968,64.149,172.475,79.229,0.117080559,,,
31,79,140.685,75.667,169.684,78.661,0.116241198,,,
33,78,131.148,58.33,160.911,77.314,0.114250671,,,
39,78,105.867,72.35,170.997,77.272,0.114188605,,,
40,76,102.178,72.971,134.757,75.887,0.112141923,,,
38,76,133.815,94.125,184.381,75.712,0.111883317,,,
34,75,101.791,63.873,134.047,74.54,0.110151395,,,
35,68,138.206,69,162.993,67.549,0.099820454,,,
37,66,131.699,75.716,151.735,65.958,0.097469355,,,
28,63,128.809,89.562,158.346,62.604,0.092512986,,,
27,62,90.275,64.64,125.859,62.041,0.091681013,,,
36,58,110.814,69.323,132.476,57.72,0.085295661,,,
