 ,Area,Mean,Min,Max,Length,Length (mm),,,
23,613,179.152,78.554,206.749,612.547,0.910793675,,Conversion,672.542
14,542,166.14,115.495,177.995,541.499,0.805152689,,,
8,428,140.544,86.83,158.676,428.141,0.636601134,,,
39,385,177.695,58.333,193.367,384.414,0.571583633,,Column1,
26,369,165.007,105.993,187.109,368.302,0.547626765,,,
22,353,174.448,114.113,205.625,352.214,0.523705583,,Mean,0.465219273
33,341,166.241,112.691,191.347,340.73,0.506630069,,Standard Error,0.038407332
32,340,173.708,141.669,187.153,339.596,0.504943929,,Median,0.441999161
15,335,163.128,95.165,176.586,334.15,0.496846294,,Mode,#N/A
2,325,154.218,115.559,179.398,324.698,0.482792153,,Standard Deviation,0.17176281
7,270,154.204,107.365,165.16,269.828,0.40120617,,Sample Variance,0.029502463
5,264,134.712,61.611,154.82,263.898,0.392388877,,Kurtosis,1.289473537
18,235,189.902,130,205.686,234.807,0.349133586,,Skewness,1.228222426
3,222,127.734,60.925,156.305,221.793,0.329783121,,Range,0.619550898
24,216,173.078,144.028,184.468,215.68,0.320693726,,Minimum,0.291242777
19,213,199.347,149.333,210.884,213.071,0.316814415,,Maximum,0.910793675
11,207,166.311,74.27,185.617,206.901,0.307640266,,Sum,9.304385451
25,206,167.936,84.763,180.637,205.369,0.305362342,,Count,20
21,204,153.742,107.37,176.214,204.079,0.303444246,,,0
16,196,167.76,100.362,182.997,195.873,0.291242777,,,
34,192,164.587,108.021,186.605,191.456,0.284675158,,,
4,190,146.099,77.366,169.605,190.19,0.282792748,,,
35,177,147.235,110.369,176.183,177.218,0.263504733,,,
6,174,136.344,53.667,155.72,173.372,0.257786131,,,
40,162,173.637,122.443,210.399,162.226,0.241213188,,,
17,156,175.453,136.625,186.347,156.343,0.232465779,,,
9,152,151.761,122.082,168.562,152.841,0.227258669,,,
10,146,166.456,122.288,188.672,145.403,0.216199137,,,
13,146,159.767,114,171.5,145.014,0.215620734,,,
27,142,157.145,111.072,175.136,141.566,0.210493917,,,
37,142,140.991,77.667,165.138,141.295,0.210090968,,,
1,140,163.867,137,181.978,140.5,0.208908886,,,
38,137,145.495,117.054,172.667,136.729,0.203301801,,,
30,135,130.284,58.333,173.571,134.289,0.199673775,,,
20,128,150.046,104.667,161.089,127.654,0.18980822,,,
36,124,149.513,89.948,181.318,123.475,0.183594482,,,
29,118,149.314,97.248,168.199,118.016,0.175477517,,,
12,117,147.048,102.215,173.55,116.761,0.173611462,,,
28,113,156.255,109.294,169.269,113.24,0.168376101,,,
31,108,157.459,120.728,178.735,107.556,0.159924585,,,
