 ,Area,Mean,Min,Max,Length,Length (mm),,,
29,778,157.734,89.53,197.091,777.22,1.175022791,,Conversion,661.451
40,722,187.822,137.267,221.035,722.348,1.092065777,,,
22,667,150.299,94.523,190.475,666.717,1.007961285,,,
31,645,181.729,142.413,209.46,645.094,0.975271033,,Column1,
24,627,163.437,88.807,192.86,627.018,0.947943234,,,
21,605,180.645,97.98,210.544,604.66,0.914141788,,Mean,0.861093188
37,581,172.292,111.629,205.713,580.779,0.878037829,,Standard Error,0.027685289
14,552,171.523,65.236,192.779,551.664,0.834020963,,Median,0.819834727
16,548,155.017,110.413,200.621,547.456,0.827659192,,Mode,#N/A
35,545,161.339,88,190.366,544.154,0.822667136,,Standard Deviation,0.123812378
1,541,162.555,93.386,197.236,540.407,0.817002318,,Sample Variance,0.015329505
23,539,154.248,57.986,183.817,538.88,0.814693757,,Kurtosis,0.974571429
12,538,174.359,62.038,197.174,538.341,0.813878881,,Skewness,1.161547285
27,535,152.931,86.333,192.487,534.39,0.80790565,,Range,0.47265935
39,531,185.69,122.992,198.342,530.994,0.802771483,,Minimum,0.70236344
13,512,155.877,90.935,186.603,511.658,0.773538781,,Maximum,1.175022791
8,493,169.589,95.139,207.382,493.61,0.746253313,,Sum,17.22186375
4,489,155.746,77.853,182.226,488.686,0.738809073,,Count,20
17,483,153.718,84.223,185.945,482.764,0.729856029,,,0
11,465,178.339,76.462,199.439,464.579,0.70236344,,,
18,465,174.599,62.567,198.128,464.574,0.702355881,,,
36,464,156.196,78.545,182.412,463.473,0.700691359,,,
3,463,167.953,109.055,201.455,463.091,0.700113841,,,
6,453,170.859,73.41,204.333,452.396,0.683944842,,,
19,447,170.651,73.679,218.652,446.503,0.675035641,,,
20,444,189.065,122.967,207.236,444.849,0.672535078,,,
30,427,160.142,55.693,187.921,426.167,0.644291112,,,
2,404,166.58,103.311,186.487,404.192,0.611068696,,,
9,403,170.332,83.818,200.667,402.942,0.609178911,,,
7,401,151.099,54.754,187.126,400.383,0.605310144,,,
25,391,166.277,103.845,186.18,390.341,0.590128369,,,
32,390,152.376,78.28,181.15,389.649,0.589082184,,,
5,388,110.768,33.064,160.831,387.725,0.586173428,,,
38,386,155.774,123.333,182.388,385.764,0.583208734,,,
33,367,157.065,34.019,204.655,366.784,0.554514242,,,
34,349,149.021,62.412,178.539,349.08,0.527748843,,,
10,344,128.449,59.383,167.46,343.644,0.519530547,,,
15,319,163.336,55.95,195.038,318.614,0.481689498,,,
26,302,160.429,110,184.365,302.968,0.45803544,,,
28,287,126.835,33.774,159.568,286.657,0.433376017,,,
