 ,Area,Mean,Min,Max,Length,Length (mm),,,
38,839,157.109,100.2,181.044,839.109,1.222529798,,Conversion,686.371
24,716,180.332,134.603,198.585,715.41,1.042308023,,,
13,710,158.754,122.272,184.47,709.558,1.033782022,,,
31,697,153.79,111.736,180.238,696.838,1.01524977,,Column1,
19,684,171.218,127.205,185.032,685.184,0.998270615,,,
12,681,157.71,89.982,175.393,680.292,0.991143274,,Mean,0.941526303
34,670,158.978,117.205,181.642,669.799,0.975855623,,Standard Error,0.020411913
40,648,150.644,116.427,172.256,647.923,0.943983647,,Median,0.911563863
22,643,157.362,109.802,172.994,642.053,0.935431421,,Mode,#N/A
15,635,173.942,99.889,193.701,634.898,0.92500703,,Standard Deviation,0.091284852
30,617,173.692,119.98,194.35,616.444,0.898120696,,Sample Variance,0.008332924
11,615,146.461,86.868,175.189,614.397,0.895138344,,Kurtosis,3.49225713
39,611,154.547,114.847,173.292,611.719,0.891236664,,Skewness,1.617688198
23,611,163.921,92.328,186.092,610.947,0.890111907,,Range,0.383147015
35,603,143.667,86.863,179.226,602.15,0.877295224,,Minimum,0.839382783
16,600,148.888,93.05,179.308,599.853,0.873948637,,Maximum,1.222529798
37,596,168.376,116.865,194.562,595.959,0.86827532,,Sum,18.83052606
32,589,151.884,90.44,184.679,588.657,0.857636759,,Count,20
27,588,183.729,119.696,204.745,587.409,0.8558185,,,0
1,577,163.187,95.025,175.976,576.128,0.839382783,,,
18,571,153.646,97.9,177.595,570.244,0.83081016,,,
25,568,178.699,113.269,209.645,568.045,0.827606353,,,
3,547,163.292,110.22,177.34,546.286,0.795904839,,,
5,543,183.16,134.921,196.145,542.673,0.790640922,,,
33,542,148.839,98.243,174.223,541.186,0.788474455,,,
36,536,152.826,85.523,175.278,535.852,0.780703147,,,
17,534,148.549,108.83,177.339,533.327,0.777024379,,,
8,528,186.611,135.139,199.019,527.873,0.769078239,,,
14,522,166.146,117.325,190.251,521.344,0.759565891,,,
20,521,167.825,128.836,182.257,520.16,0.757840876,,,
4,508,179.107,145.73,192.577,507.737,0.739741335,,,
7,508,177.309,107.278,191.045,507.653,0.739618952,,,
26,492,178.545,112.707,199.656,491.205,0.715655236,,,
9,484,155.153,87.892,172.26,483.721,0.704751512,,,
6,482,166.444,118.053,183.472,481.911,0.702114454,,,
21,482,179.133,100.488,196.044,481.352,0.701300026,,,
28,478,193.921,142.333,216.79,477.737,0.696033195,,,
10,471,161.244,126.828,175.739,470.675,0.685744299,,,
2,467,154.7,126.702,174.752,466.588,0.679789793,,,
29,465,184.413,148.333,207.319,464.9,0.677330482,,,
