 ,Area,Mean,Min,Max,Length,Length (mm),,,
26,97,122.088,65,144.976,97.219,0.139058705,,Conversion,699.122
19,93,139.393,87.301,176.381,92.226,0.13191689,,,
13,83,115.118,47.919,156.031,83.12,0.118891982,,,
22,78,143.337,84.92,169.421,77.868,0.111379702,,,
10,71,98.501,81.198,129.642,70.601,0.100985236,,Column1,
31,70,89.017,49.788,126.675,70.397,0.100693441,,,
8,71,167.579,113.367,190.604,70.292,0.100543253,,Mean,0.098047122
16,70,151.705,97.775,179.053,69.817,0.099863829,,Standard Error,0.003711736
18,70,114.557,75.715,148.79,69.364,0.099215874,,Median,0.096564691
23,69,93.16,63.165,130.735,69.013,0.098713815,,Mode,#N/A
17,67,142.708,102,165.331,66.008,0.094415567,,Standard Deviation,0.016599388
21,65,132.38,86.147,151.235,64.773,0.092649066,,Sample Variance,0.00027554
33,65,104.385,45.483,163.148,64.703,0.09254894,,Kurtosis,1.063065062
3,63,135.87,55.494,163.112,62.687,0.089665323,,Skewness,1.16414574
2,60,117.658,70.847,172,60.149,0.086035055,,Range,0.059121298
30,58,96.963,62.587,126.98,57.723,0.082564989,,Minimum,0.079937407
28,57,141.567,95.268,158.828,56.97,0.081487923,,Maximum,0.139058705
6,57,122.451,75.4,147.849,56.125,0.080279265,,Sum,1.960942439
24,56,110.731,60.325,138.82,55.997,0.080096178,,Count,20
40,56,102.682,76.944,128.967,55.886,0.079937407,,,0
25,56,123.27,85.361,142.441,55.537,0.07943821,,,
27,55,123.402,86.693,155.51,54.314,0.077688873,,,
38,54,110.111,71.121,137.633,54.259,0.077610203,,,
29,54,129.135,86.298,145.579,53.907,0.077106714,,,
4,54,105.198,65.744,129.218,53.208,0.076106888,,,
12,53,135.526,78.042,163.213,52.545,0.075158556,,,
5,52,105.118,69.297,126.718,51.892,0.074224527,,,
11,51,111.265,73.1,142.709,50.3,0.071947385,,,
1,50,141.499,96.132,188.562,49.547,0.07087032,,,
7,48,129.71,95.25,154.264,47.785,0.068350016,,,
20,47,131.219,75.648,161.981,46.611,0.066670767,,,
37,47,137.312,58.88,160.263,46.496,0.066506275,,,
9,45,157.905,87.172,180.673,44.968,0.064320677,,,
32,45,94.846,74.566,115.454,44.693,0.063927326,,,
36,45,122.149,74.333,158.107,44.158,0.06316208,,,
39,44,90.792,62.522,143.616,43.829,0.06269149,,,
34,44,88.099,65.283,113.555,43.685,0.062485518,,,
14,41,113.592,46.365,154.527,40.608,0.058084283,,,
35,39,97.329,55.613,121.651,39.047,0.055851482,,,
15,39,117.454,76.611,142.425,39.035,0.055834318,,,
