 ,Area,Mean,Min,Max,Length,Length (mm),,,
40,817,166.509,74.007,185.411,817.129,1.210131213,,Conversion,675.24
19,759,183.891,85.461,201.426,759.298,1.124486109,,,
14,746,148.968,108.717,163.567,746.042,1.10485457,,,
39,714,153.79,57.297,175.43,713.856,1.057188555,,Column1,
13,703,152.931,123,167.053,702.254,1.040006516,,,
27,684,164.184,110.34,179.783,684.134,1.013171613,,Mean,0.952238908
3,680,158.887,64.867,175.156,679.163,1.005809786,,Standard Error,0.027817668
38,672,150.849,73.147,163.736,671.476,0.994425686,,Median,0.98405752
18,671,173.959,110.882,196.16,670.872,0.993531189,,Mode,#N/A
2,668,163.328,94.754,176.498,667.735,0.988885433,,Standard Deviation,0.124404395
37,662,147.131,75.464,159.971,661.215,0.979229607,,Sample Variance,0.015476453
22,612,144.294,90.903,173.038,611.57,0.9057076,,Kurtosis,-0.499558037
33,598,142.478,71.991,155.791,597.226,0.884464783,,Skewness,0.161309422
15,585,148.065,92.738,163.512,586.123,0.86802174,,Range,0.469810734
6,585,160.846,60.113,175.068,584.475,0.865581127,,Minimum,0.740320479
24,574,147.537,79.729,164.341,573.931,0.849965938,,Maximum,1.210131213
23,572,153.926,110.82,172.135,571.424,0.846253184,,Sum,19.04477815
36,544,140.282,103.405,152.971,543.981,0.805611338,,Count,20
32,518,141.312,74.65,154.243,517.998,0.767131687,,,0
10,500,176.652,118.097,194.31,499.894,0.740320479,,,
1,496,179.089,112.827,189.541,497.047,0.7361042,,,
7,487,157.132,63.953,177.589,486.736,0.720834074,,,
25,486,139.548,115.574,150.347,485.573,0.719111723,,,
30,480,136.924,68.667,150.268,479.443,0.71003347,,,
34,473,140.996,74.418,153.262,472.314,0.699475742,,,
35,465,162.504,102,174.627,464.884,0.688472247,,,
12,464,157.498,113.667,171.134,463.621,0.686601801,,,
26,462,159.135,96.333,177.052,461.133,0.682917185,,,
11,458,164.517,107.402,174.15,457.695,0.677825662,,,
21,444,161.915,118.529,177.165,443.278,0.656474735,,,
8,442,179.293,128.102,190.143,442.072,0.654688703,,,
29,442,157.94,53.333,182.458,441.061,0.653191458,,,
4,440,172.524,123.561,184.356,439.849,0.65139654,,,
5,429,154.726,79.667,164.364,428.497,0.63458474,,,
31,424,151.77,116.841,173.721,425.044,0.629471003,,,
28,423,172.268,75.058,186.081,422.642,0.625913749,,,
17,398,159.436,91,167.689,397.828,0.589165334,,,
20,340,161.399,104.096,177.629,340.261,0.503911202,,,
16,305,155.853,66.333,171.363,304.355,0.450736035,,,
9,230,178.545,119.333,192.265,229.447,0.339800663,,,
