 ,Area,Mean,Min,Max,Length,Length (mm),,,
40,602,156.06,82.943,176.334,601.989,0.882301471,,Conversion,682.294
23,558,162.592,102.178,175.845,557.664,0.817336808,,,
34,505,152.165,114.796,165.81,505.105,0.740304033,,,
16,500,156.148,107.672,167.627,499.161,0.731592246,,Column1,
4,485,161.225,120.394,169.852,484.736,0.710450334,,,
2,471,174.91,132.997,185.283,470.581,0.689704145,,Mean,0.687200752
17,461,161.77,116.461,177.042,460.342,0.674697418,,Standard Error,0.014399992
38,460,158.684,91.667,176.217,460.278,0.674603617,,Median,0.669404978
13,460,148.669,110.69,160.739,459.236,0.673076416,,Mode,#N/A
5,457,154.006,103.914,172.434,456.913,0.669671725,,Standard Deviation,0.064398724
3,457,164.673,121.32,182.166,456.549,0.669138231,,Sample Variance,0.004147196
39,453,151.616,102.443,164.403,455.584,0.667723884,,Kurtosis,3.996711411
11,450,154.104,92.333,171.834,450.08,0.659656981,,Skewness,1.969206377
18,448,155.198,87.082,176.813,448.024,0.656643617,,Range,0.259558196
14,448,154.499,119.667,170.309,447.447,0.65579794,,Minimum,0.622743275
1,439,172.821,127.21,187.421,438.259,0.642331605,,Maximum,0.882301471
22,437,170.795,93.875,187.164,436.944,0.640404283,,Sum,13.74401504
33,432,148.803,87.647,162.27,432.629,0.63408003,,Count,20
20,431,151.812,102.394,171.206,431.044,0.631756985,,,0
25,425,176.841,124.667,199.044,424.894,0.622743275,,,
32,419,152.549,94.454,169.917,418.696,0.613659214,,,
19,419,172.962,120.397,187.93,418.584,0.613495062,,,
12,418,148.124,101.333,157.698,417.581,0.612025021,,,
7,413,163.466,76.212,183.173,412.1,0.603991828,,,
35,404,147.146,104.145,158.584,404.157,0.592350219,,,
31,402,153.949,108.384,168.403,401.825,0.588932337,,,
8,400,170.913,108.204,183.852,399.319,0.585259434,,,
15,399,165.813,111.185,178.814,398.181,0.583591531,,,
6,397,159.021,87.012,179.305,396.927,0.581753614,,,
21,388,167.894,117.667,180.968,387.506,0.567945783,,,
10,387,174.544,101.958,197.984,386.867,0.567009236,,,
9,387,193.244,145.273,204.351,386.713,0.566783527,,,
30,382,164.643,91.958,183.883,381.216,0.558726883,,,
37,380,160.135,98.47,179.091,379.54,0.556270464,,,
36,371,154.164,115.34,167.802,371.058,0.543838873,,,
26,368,175.215,105.333,193.226,367.588,0.538753089,,,
28,353,165.869,106.333,180.84,352.779,0.517048369,,,
27,346,188.073,131.505,208.995,346.225,0.507442539,,,
29,336,174.93,120.667,192.023,336.128,0.492643934,,,
24,307,150.67,109.524,165.659,306.44,0.449131899,,,
