 ,Area,Mean,Min,Max,Length,Length (mm),,,
33,910,130.327,66.218,175.767,909.643,1.328851933,,Conversion,684.533
37,751,133.572,29.335,179.499,751.078,1.09721226,,,
32,726,136.154,58.047,184.753,726.087,1.060704159,,,
26,640,146.691,73.634,180.068,639.918,0.934824179,,Column1,
3,632,155.505,105.736,187.014,631.402,0.922383581,,,
25,627,141.464,52.671,178.725,626.878,0.915774696,,Mean,0.890100696
34,625,124.139,45.361,162.164,624.516,0.912324168,,Standard Error,0.030894266
21,610,123.404,36.978,170.387,610.179,0.891379963,,Median,0.869267807
23,600,135.547,69.719,160.681,599.142,0.875256562,,Mode,#N/A
38,599,142.982,50.033,174.173,598.947,0.874971696,,Standard Deviation,0.138163358
22,592,144.459,76.536,170.272,591.138,0.863563919,,Sample Variance,0.019089113
18,566,179.04,101.477,215.4,565.971,0.826798708,,Kurtosis,4.574820059
5,566,136.643,75.43,174.46,565.196,0.825666549,,Skewness,1.955466679
20,554,154.824,70.113,215.388,553.209,0.808155341,,Range,0.57782459
40,551,114.359,49.398,159.61,550.831,0.80468144,,Minimum,0.751027343
28,536,134.88,58.212,171.395,536.123,0.783195259,,Maximum,1.328851933
1,537,152.266,83.863,195.912,536.112,0.783179189,,Sum,17.80201393
4,533,146.135,69.209,174.692,532.909,0.778500087,,Count,20
35,523,151.996,101.462,179.153,522.684,0.763562896,,,0
31,515,133.413,33.784,167.645,514.103,0.751027343,,,
2,513,175.857,101.798,198.746,512.372,0.748498611,,,
11,508,147.18,73.75,181.166,510.46,0.745705466,,,
29,505,165.566,74.602,205.493,504.507,0.737009027,,,
24,504,152.292,49.975,169.953,503.226,0.735137678,,,
36,501,122.624,84.963,149.462,500.721,0.731478249,,,
8,500,158.408,75.357,194.852,500.069,0.730525775,,,
6,500,128.977,75.496,157.701,499.579,0.729809958,,,
39,499,128.872,48.397,165.418,498.905,0.728825345,,,
14,490,132.145,72,167.692,489.605,0.715239441,,,
10,490,182.053,113.999,213.784,489.477,0.715052452,,,
9,477,149.596,55.561,195.586,476.435,0.696000047,,,
7,469,142.674,78.927,179.456,468.834,0.684896126,,,
30,466,147.735,78.749,186.719,465.581,0.680143981,,,
27,442,159.278,84,179.714,441.186,0.644506547,,,
19,438,140.849,79.547,166.826,437.516,0.639145227,,,
13,432,132.217,59.442,168.256,431.31,0.630079193,,,
17,432,133.175,77.465,167.383,431.15,0.629845457,,,
12,427,160.143,78.962,185.047,426.852,0.623566724,,,
15,426,125.07,59.585,163.347,425.738,0.621939337,,,
16,419,130.496,30.321,173.697,419.043,0.612158946,,,
