 ,Area,Mean,Min,Max,Length,Length (mm),,,
10,36,126.33,106.852,145.477,35.544,0.052884437,,Conversion,672.107
22,33,136.441,121.364,159,32.452,0.048283979,,,
32,30,154.555,135.106,187.183,29.336,0.043647812,,,
7,29,128.25,106,158.667,28.53,0.042448598,,Column1,
3,27,108.622,96.091,133,26.249,0.039054793,,,
33,27,138.182,127.318,161.942,26.249,0.039054793,,Mean,0.037543204
24,26,140.957,124.775,150.415,25.927,0.038575703,,Standard Error,0.001265581
27,26,128.75,112.965,136.407,25.116,0.03736905,,Median,0.036224887
20,26,136.54,115.175,154.319,25.05,0.037270851,,Mode,0.039054793
11,25,116.404,109.734,132,24.574,0.036562631,,Standard Deviation,0.005659849
35,24,138.99,122.347,166.087,24.12,0.035887143,,Sample Variance,3.20339E-05
25,24,121.343,93.787,162,24,0.0357086,,Kurtosis,1.851925273
23,24,161.578,150.361,176.6,23.857,0.035495836,,Skewness,1.34838867
29,24,127.406,103.955,143.996,23.222,0.034551046,,Range,0.022247946
1,23,114.148,107.757,124.141,22.847,0.033993099,,Minimum,0.030636491
21,23,123.784,118.093,130.807,22.521,0.033508057,,Maximum,0.052884437
26,23,151.928,139,158.667,22,0.032732883,,Sum,0.750864074
6,22,120.524,104.161,141.667,21.476,0.031953246,,Count,20
31,22,159,142.333,184.667,21,0.031245025,,,0
28,21,123.473,105.64,139.106,20.591,0.030636491,,,
13,19,134.824,121.022,147.903,18.916,0.028144328,,,
30,19,144.86,138.024,151.333,18.385,0.027354275,,,
17,18,151.281,129.962,177.715,17.804,0.02648983,,,
2,18,113.071,93.603,121.953,17.088,0.025424523,,,
34,17,123.265,111.688,142.333,16.279,0.024220846,,,
18,17,141.745,129,157.333,16,0.023805733,,,
12,16,127.311,111.613,139.046,15.62,0.023240347,,,
8,16,137.257,119.708,148.088,15.264,0.02271067,,,
15,16,156.235,134.304,176.053,15.033,0.022366974,,,
5,15,121.67,107.641,137.1,14.422,0.021457893,,,
4,14,145.437,129.452,159.134,13.928,0.020722891,,,
14,14,129.634,113.879,150.055,13.601,0.020236361,,,
16,14,126.687,119.433,136.461,13.601,0.020236361,,,
9,14,131.192,104.757,146.585,13.454,0.020017646,,,
19,13,127.809,115.936,148.07,12.083,0.017977792,,,
