 ,Area,Mean,Min,Max,Length,Length (mm),,,
7,542,163.593,68.333,179.579,541.568,0.808536114,,Conversion,669.813
38,498,165.285,120.721,179.569,497.903,0.743346277,,,
6,488,153.076,74.129,169.957,487.9,0.728412258,,,
21,468,157.097,59,174.537,467.295,0.697649941,,Column1,
8,458,152.239,85.906,165.412,457.688,0.683307132,,,
22,437,159.832,115.013,173.466,436.71,0.651987943,,Mean,0.575791825
27,434,161.314,103.667,172.377,433.26,0.646837252,,Standard Error,0.025808536
28,401,149.715,71.151,170.453,401.525,0.599458356,,Median,0.561726183
31,391,143.44,103.333,153.494,390.072,0.582359554,,Mode,#N/A
26,381,146.936,99.333,163.604,380.862,0.568609448,,Standard Deviation,0.115419283
2,372,158.537,107.508,176.469,371.641,0.554842919,,Sample Variance,0.013321611
24,359,151.499,70,168.03,358.558,0.535310602,,Kurtosis,-0.873525399
11,347,151.386,105.326,166.256,346.63,0.517502646,,Skewness,0.411508915
35,325,150.565,94.81,161.133,324.529,0.48450687,,Range,0.387124466
4,324,139.627,86.225,161.514,323.955,0.483649914,,Minimum,0.421411648
1,322,149.55,40.667,171.679,321.231,0.479583108,,Maximum,0.808536114
9,316,179.965,143.58,196.252,315.886,0.471603268,,Sum,11.51583651
25,287,158.841,109.668,173.335,287.239,0.428834615,,Count,20
23,287,153.19,84,176.079,286.738,0.428086645,,,0
10,282,136.997,55.386,159.184,282.267,0.421411648,,,
5,282,134.406,89.039,153.752,281.524,0.420302383,,,
29,231,157.028,126.333,185.356,230.914,0.344743981,,,
3,230,162.797,102,175.173,229.883,0.343204745,,,
30,224,149.768,91.234,175.091,224.377,0.33498454,,,
17,216,157.889,90.887,173.1,215.773,0.322139164,,,
33,202,134.049,80.925,158.699,202.579,0.302441129,,,
34,172,119.52,69.74,148.339,172.368,0.257337496,,,
37,172,145.799,89.667,159.728,171.823,0.256523836,,,
14,169,146.935,84.333,166.218,168.422,0.251446299,,,
15,162,136.784,91.333,158.585,161.366,0.240912016,,,
40,161,158.817,95.112,181.639,161.267,0.240764213,,,
12,161,147.349,107.333,155.169,160.074,0.238983119,,,
32,154,139.02,64.155,154.032,153.764,0.229562579,,,
18,144,155.141,129.886,184.134,144.072,0.215092869,,,
39,143,151.249,67.687,170.528,142.852,0.213271465,,,
36,137,139.209,101.71,154.064,136.777,0.20420177,,,
16,122,143.755,87.881,167.655,121.744,0.181758192,,,
13,103,127.235,111.013,139.782,102.644,0.153242771,,,
19,99,140.39,100.649,161.427,98.702,0.147357546,,,
20,92,133.974,93,156.182,91.529,0.136648587,,,
