 ,Area,Mean,Min,Max,Length,Length (mm),,,
13,1360,149.862,92.842,171.315,1360.763,2.010865887,,Conversion,676.705
18,1009,158.594,129.637,177.749,1008.695,1.490597823,,,
24,926,162.694,113.439,178.582,925.65,1.367878174,,,
35,893,159.237,84.775,185.947,893.042,1.319691742,,,
17,828,153.976,47,169.753,828.131,1.223769589,,Column1,
16,827,154.361,91.644,171.535,826.812,1.221820439,,,
29,821,194.878,121.434,216.041,820.843,1.212999756,,Mean,1.182066706
31,772,170.034,93.127,207.352,771.377,1.139901434,,Standard Error,0.053124129
33,768,170.243,142.439,184.068,767.653,1.134398298,,Median,1.125203745
37,764,163.571,75.713,179.391,763.16,1.127758772,,Mode,#N/A
20,760,167.464,104.191,188.563,759.702,1.122648717,,Standard Deviation,0.237578328
6,733,176.333,51.333,204.409,732.539,1.082508626,,Sample Variance,0.056443462
7,724,176.772,60.283,195.473,723.372,1.068962103,,Kurtosis,7.555606334
10,722,150.251,106.219,163.967,721.654,1.066423331,,Skewness,2.482611821
8,710,156.504,59.517,168.961,709.8,1.048906096,,Range,1.039132266
15,708,145.832,45.159,166.165,707.744,1.045867845,,Minimum,0.971733621
36,683,167.698,94.124,191.384,682.944,1.009219675,,Maximum,2.010865887
30,671,179.52,65.057,202.224,670.148,0.990310401,,Sum,23.64133411
19,667,149.944,47,172.71,666.603,0.985071782,,Count,20
40,658,177.28,127.87,200.24,657.577,0.971733621,,,0
34,655,157.428,93.581,174.621,654.93,0.96782202,,,
3,652,162.161,96.667,188.77,651.417,0.962630688,,,
2,644,153.441,59.216,174.796,643.583,0.951054004,,,
27,633,181.258,142.064,207.324,633.212,0.935728272,,,
4,633,165.962,107.586,182.036,632.4,0.93452834,,,
5,619,154.336,102.341,167.689,618.49,0.913972854,,,
1,617,169.625,127.096,183.153,617.062,0.911862628,,,
14,609,148.289,33.333,167.487,608.111,0.898635299,,,
38,608,161.974,103.682,208.696,607.156,0.897224049,,,
22,606,165.365,72.89,185.858,605.754,0.895152245,,,
12,603,153.325,108,170.831,602.162,0.889844171,,,
39,601,163.385,104.556,188.274,601.011,0.888143283,,,
26,591,172.269,130.818,201.872,590.242,0.872229406,,,
28,590,172.757,63.153,213.17,589.355,0.870918643,,,
23,576,163.292,110.333,177.836,575.639,0.85064984,,,
9,574,164.339,113.257,183.506,574.038,0.848283964,,,
25,574,163.68,74.41,178.714,573.485,0.847466769,,,
11,570,153.178,81.876,172.463,569.696,0.841867579,,,
32,556,168.433,82.429,201.25,555.188,0.820428399,,,
21,502,175.877,71.333,197.785,501.702,0.741389527,,,
