 ,Area,Mean,Min,Max,Length,Length (mm),,,
37,682,159.167,63.263,184.796,681.96,1.019853922,,Conversion,668.684
6,575,126.915,33.496,163.287,574.399,0.858999169,,,
17,469,139.52,70.47,187.645,468.106,0.700040677,,,
38,464,144.196,103.886,178.722,463.954,0.693831466,,,
35,340,135.345,56.633,171.439,339.67,0.507967889,,Column1,
3,332,134.098,55.184,178.403,331.291,0.495437307,,,
27,321,122.219,52.49,169.634,320.665,0.479546393,,Mean,0.495935449
36,310,126.728,23.542,173.638,309.312,0.462568268,,Standard Error,0.041076618
11,301,146.263,65.175,182.91,301.168,0.450389123,,Median,0.444815488
31,298,124.933,67.244,179.982,297.958,0.445588649,,Mode,#N/A
12,297,131.977,45.667,180.535,296.924,0.444042328,,Standard Deviation,0.18370022
30,286,152.635,61.052,190.158,285.732,0.427304975,,Sample Variance,0.033745771
2,274,120.034,79.632,149.691,274.922,0.411138894,,Kurtosis,2.735745725
26,274,132.671,67.304,170.395,274.08,0.409879704,,Skewness,1.767407242
32,250,103.329,62.667,143.655,249.189,0.372655843,,Range,0.690326073
4,245,115.499,65.931,154.394,244.947,0.36631204,,Minimum,0.329527849
40,244,124.253,84.193,176.608,243.074,0.363511016,,Maximum,1.019853922
5,232,118.947,42.395,153.871,231.686,0.34648055,,Sum,9.918708987
9,223,126.984,99.006,157.333,223.095,0.333632927,,Count,20
33,221,123.987,90.891,162.141,220.35,0.329527849,,,0
23,220,124.748,75.47,167.747,219.232,0.327855908,,,
39,218,118.588,94.897,164.608,217.617,0.325440716,,,
29,206,128.12,93.956,154.388,205.901,0.307919735,,,
34,205,126.128,77.214,167.999,204.911,0.306439215,,,
8,197,126.776,63.667,165.867,196.436,0.293765067,,,
15,180,123.596,59.7,170.033,179.274,0.26809973,,,
22,172,129.14,69.207,154.019,172.042,0.257284457,,,
10,169,131.133,87.445,176.333,168.581,0.252108619,,,
19,166,121.269,55.019,179.881,165.315,0.247224399,,,
18,160,134.792,86.03,162.433,159.995,0.239268474,,,
7,159,106.417,58.426,149.063,159.007,0.237790945,,,
28,158,114.13,78.961,149.212,158.197,0.23657961,,,
1,153,135.316,81.83,175.633,152.189,0.227594798,,,
21,151,141.722,99.673,169.472,150.263,0.224714514,,,
16,145,109.974,47.788,163.919,144.934,0.216745129,,,
25,144,108.369,58.994,143.963,143.648,0.214821949,,,
24,137,117.613,63.283,145.205,136.182,0.203656735,,,
20,127,122.054,65.331,155.824,126.818,0.18965311,,,
14,118,118.421,69.732,139.513,117.224,0.175305525,,,
13,113,114.791,70.846,146.91,112.798,0.168686554,,,
